p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,46.180999755859375,46.180999755859375,0.0,7.0,7.0,0.0,16.90399932861328,16.90399932861328,0.0,0.0
Resources\Pictures\,Positive\,1460,tiger cub,.jpg,Resources\Pictures\Positive\1460.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,6.841000080108643,6.841000080108643,0.0,7.0,7.0,0.0,2.811000108718872,2.811000108718872,0.0,1.0
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,6.126999855041504,6.126999855041504,0.0,7.0,7.0,0.0,1.6979999542236328,1.6979999542236328,0.0,2.0
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,4.696000099182129,4.696000099182129,0.0,7.0,7.0,0.0,1.6820000410079956,1.6820000410079956,0.0,3.0
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,3.5969998836517334,3.5969998836517334,0.0,7.0,7.0,0.0,1.4809999465942383,1.4809999465942383,0.0,4.0
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,10.958000183105469,10.958000183105469,0.0,4.0,4.0,0.0,4.645999908447266,4.645999908447266,0.0,5.0
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,7.440999984741211,7.440999984741211,0.0,4.0,4.0,0.0,6.043000221252441,6.043000221252441,0.0,6.0
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,6.876999855041504,6.876999855041504,0.0,6.0,6.0,0.0,8.440999984741211,8.440999984741211,0.0,7.0
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,6.745999813079834,6.745999813079834,0.0,7.0,7.0,0.0,1.784000039100647,1.784000039100647,0.0,8.0
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,13.888999938964844,13.888999938964844,0.0,6.0,6.0,0.0,4.59499979019165,4.59499979019165,0.0,9.0
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,9.241000175476074,9.241000175476074,0.0,6.0,6.0,0.0,5.7779998779296875,5.7779998779296875,0.0,10.0
Resources\Pictures\,Positive\,2154,father and son,.jpg,Resources\Pictures\Positive\2154.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,5.630000114440918,5.630000114440918,0.0,6.0,6.0,0.0,5.329999923706055,5.329999923706055,0.0,11.0
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,2.0,2.0,0.0,6.263000011444092,6.263000011444092,0.0,4.0,4.0,0.0,2.4670000076293945,2.4670000076293945,0.0,12.0
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,3.0,3.0,0.0,5.545000076293945,5.545000076293945,0.0,5.0,5.0,0.0,4.078999996185303,4.078999996185303,0.0,13.0
Resources\Pictures\,Positive\,2332,girl and dog,.jpg,Resources\Pictures\Positive\2332.jpg,800,600,2.1999999999999997,1,"(2.2, 1)",1.0,7.0,7.0,0.0,4.918000221252441,4.918000221252441,0.0,7.0,7.0,0.0,2.736999988555908,2.736999988555908,0.0,14.0
Resources\Pictures\,Positive\,2550,happy elderly couple,.jpg,Resources\Pictures\Positive\2550.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,4.559999942779541,4.559999942779541,0.0,6.0,6.0,0.0,4.794000148773193,4.794000148773193,0.0,15.0
Resources\Pictures\,Positive\,2655,boy and dog,.jpg,Resources\Pictures\Positive\2655.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,5.794000148773193,5.794000148773193,0.0,6.0,6.0,0.0,10.871999740600586,10.871999740600586,0.0,16.0
Resources\Pictures\,Positive\,4626,marriage scene,.jpg,Resources\Pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,9.77299976348877,9.77299976348877,0.0,6.0,6.0,0.0,6.258999824523926,6.258999824523926,0.0,17.0
Resources\Pictures\,Positive\,5760,flowers,.jpg,Resources\Pictures\Positive\5760.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,22.76099967956543,22.76099967956543,0.0,5.0,5.0,0.0,17.5310001373291,17.5310001373291,0.0,18.0
Resources\Pictures\,Positive\,5831,father and son beach,.jpg,Resources\Pictures\Positive\5831.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,7.423999786376953,7.423999786376953,0.0,6.0,6.0,0.0,3.2119998931884766,3.2119998931884766,0.0,19.0
Resources\Pictures\,Positive\,5833,sunny beach,.jpg,Resources\Pictures\Positive\5833.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,5.743000030517578,5.743000030517578,0.0,5.0,5.0,0.0,3.1459999084472656,3.1459999084472656,0.0,20.0
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,4.129000186920166,4.129000186920166,0.0,6.0,6.0,0.0,4.045000076293945,4.045000076293945,0.0,21.0
Resources\Pictures\,Positive\,7325,girl and watermelon,.jpg,Resources\Pictures\Positive\7325.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,28.325000762939453,28.325000762939453,0.0,6.0,6.0,0.0,13.338000297546387,13.338000297546387,0.0,22.0
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,22.7450008392334,22.7450008392334,0.0,4.0,4.0,0.0,4.49399995803833,4.49399995803833,0.0,23.0
Resources\Pictures\,Positive\,8330,women and trophy,.jpg,Resources\Pictures\Positive\8330.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1.0,1.0,0.0,32.52299880981445,32.52299880981445,0.0,4.0,4.0,0.0,1.6480000019073486,1.6480000019073486,0.0,24.0
Resources\Pictures\,Positive\,8380,team medals,.jpg,Resources\Pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1.0,1.0,0.0,6.526000022888184,6.526000022888184,0.0,4.0,4.0,0.0,1.7120000123977661,1.7120000123977661,0.0,25.0
Resources\Pictures\,Positive\,8497,family on rollercoaster,.jpg,Resources\Pictures\Positive\8497.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,4.810999870300293,4.810999870300293,0.0,6.0,6.0,0.0,4.031000137329102,4.031000137329102,0.0,26.0
