E4_Gsr 1558613710,132 0,1063441
E4_Gsr 1558613710,382 0,1063441
E4_Gsr 1558613710,632 0,1063441
E4_Gsr 1558613710,882 0,1063441
E4_Gsr 1558613711,132 0,1063441
E4_Gsr 1558613711,382 0,1089066
E4_Gsr 1558613711,632 0,1050628
E4_Gsr 1558613711,882 0,1076253
E4_Gsr 1558613712,132 0,1076253
E4_Gsr 1558613712,382 0,1089066
E4_Gsr 1558613712,632 0,1076253
E4_Gsr 1558613712,882 0,1089066
E4_Gsr 1558613713,132 0,1063441
E4_Gsr 1558613713,382 0,1089066
E4_Gsr 1558613713,632 0,1089066
E4_Gsr 1558613713,882 0,1089066
E4_Gsr 1558613714,132 0,1063441
E4_Gsr 1558613714,382 0,1037816
E4_Gsr 1558613714,632 0,1063441
E4_Gsr 1558613714,882 0,1050628
E4_Gsr 1558613715,132 0,1063441
E4_Gsr 1558613715,382 0,1063441
E4_Gsr 1558613715,632 0,1063441
E4_Gsr 1558613715,882 0,1089066
E4_Gsr 1558613716,132 0,1076253
E4_Gsr 1558613716,382 0,1089066
E4_Gsr 1558613716,632 0,1089066
E4_Gsr 1558613716,882 0,1089066
E4_Gsr 1558613717,132 0,1063441
E4_Gsr 1558613717,382 0,1089066
E4_Gsr 1558613717,632 0,1089066
E4_Gsr 1558613717,882 0,1076253
E4_Gsr 1558613718,132 0,1089066
E4_Gsr 1558613718,382 0,1089066
E4_Gsr 1558613718,632 0,1076253
E4_Gsr 1558613718,882 0,1063441
E4_Gsr 1558613719,132 0,1063441
E4_Gsr 1558613719,382 0,1089066
E4_Gsr 1558613719,632 0,1063441
E4_Gsr 1558613719,882 0,1037816
E4_Gsr 1558613720,132 0,1063441
E4_Gsr 1558613720,382 0,1101879
E4_Gsr 1558613720,632 0,1089066
E4_Gsr 1558613720,882 0,1089066
E4_Gsr 1558613721,132 0,1089066
E4_Gsr 1558613721,382 0,1101879
E4_Gsr 1558613721,632 0,1076253
E4_Gsr 1558613721,882 0,1089066
E4_Gsr 1558613722,132 0,1089066
E4_Gsr 1558613722,382 0,1089066
E4_Gsr 1558613722,632 0,1076253
E4_Gsr 1558613722,882 0,1089066
E4_Gsr 1558613723,132 0,1101879
E4_Gsr 1558613723,382 0,1063441
E4_Gsr 1558613723,632 0,1063441
E4_Gsr 1558613723,882 0,1063441
E4_Gsr 1558613724,132 0,1076253
E4_Gsr 1558613724,382 0,1063441
E4_Gsr 1558613724,632 0,1063441
E4_Gsr 1558613724,882 0,1063441
E4_Gsr 1558613725,132 0,1089066
E4_Gsr 1558613725,382 0,1063441
E4_Gsr 1558613725,632 0,1089066
E4_Gsr 1558613725,882 0,1076253
E4_Gsr 1558613726,132 0,1089066
E4_Gsr 1558613726,382 0,1089066
E4_Gsr 1558613726,632 0,1089066
E4_Gsr 1558613726,882 0,1101879
E4_Gsr 1558613727,132 0,1114691
E4_Gsr 1558613727,382 0,1101879
E4_Gsr 1558613727,632 0,1101879
E4_Gsr 1558613727,882 0,1101879
E4_Gsr 1558613728,132 0,1050628
E4_Gsr 1558613728,382 0,1063441
E4_Gsr 1558613728,632 0,1076253
E4_Gsr 1558613728,882 0,1076253
E4_Gsr 1558613729,132 0,1076253
E4_Gsr 1558613729,382 0,1076253
E4_Gsr 1558613729,632 0,1089066
E4_Gsr 1558613729,882 0,1076253
E4_Gsr 1558613730,132 0,1101879
E4_Gsr 1558613730,382 0,1089066
E4_Gsr 1558613730,632 0,1089066
E4_Gsr 1558613730,882 0,1063441
E4_Gsr 1558613731,132 0,1089066
E4_Gsr 1558613731,382 0,1101879
E4_Gsr 1558613731,632 0,1089066
E4_Gsr 1558613731,882 0,1089066
E4_Gsr 1558613732,132 0,1089066
E4_Gsr 1558613732,382 0,1089066
E4_Gsr 1558613732,632 0,1101879
E4_Gsr 1558613732,882 0,1063441
E4_Gsr 1558613733,132 0,1076253
E4_Gsr 1558613733,382 0,1076253
E4_Gsr 1558613733,632 0,1037816
E4_Gsr 1558613733,882 0,1076253
E4_Gsr 1558613734,132 0,1076253
E4_Gsr 1558613734,382 0,1076253
E4_Gsr 1558613734,632 0,1076253
E4_Gsr 1558613734,882 0,1076253
E4_Gsr 1558613735,132 0,1089066
E4_Gsr 1558613735,382 0,1089066
E4_Gsr 1558613735,632 0,1089066
E4_Gsr 1558613735,882 0,1101879
E4_Gsr 1558613736,132 0,1101879
E4_Gsr 1558613736,382 0,1076253
E4_Gsr 1558613736,632 0,1114691
E4_Gsr 1558613736,882 0,1114691
E4_Gsr 1558613737,132 0,1076253
E4_Gsr 1558613737,382 0,1101879
E4_Gsr 1558613737,632 0,1114691
E4_Gsr 1558613737,882 0,1101879
E4_Gsr 1558613738,132 0,1114691
E4_Gsr 1558613738,382 0,1089066
E4_Gsr 1558613738,632 0,1089066
E4_Gsr 1558613738,882 0,1089066
E4_Gsr 1558613739,132 0,1063441
E4_Gsr 1558613739,382 0,1089066
E4_Gsr 1558613739,632 0,1089066
E4_Gsr 1558613739,882 0,1089066
E4_Gsr 1558613740,132 0,1101879
E4_Gsr 1558613740,382 0,1114691
E4_Gsr 1558613740,632 0,1114691
E4_Gsr 1558613740,882 0,1101879
E4_Gsr 1558613741,132 0,1127504
E4_Gsr 1558613741,382 0,1114691
E4_Gsr 1558613741,632 0,1114691
E4_Gsr 1558613741,882 0,1089066
E4_Gsr 1558613742,132 0,1114691
E4_Gsr 1558613742,382 0,1127504
E4_Gsr 1558613742,632 0,1114691
E4_Gsr 1558613742,882 0,1101879
E4_Gsr 1558613743,132 0,1101879
E4_Gsr 1558613743,382 0,1101879
E4_Gsr 1558613743,632 0,1076253
E4_Gsr 1558613743,882 0,1076253
E4_Gsr 1558613744,132 0,1076253
E4_Gsr 1558613744,382 0,1076253
E4_Gsr 1558613744,632 0,1025003
E4_Gsr 1558613744,882 0,1063441
E4_Gsr 1558613745,132 0,1050628
E4_Gsr 1558613745,382 0,1037816
E4_Gsr 1558613745,632 0,1037816
E4_Gsr 1558613745,882 0,1037816
E4_Gsr 1558613746,132 0,1050628
E4_Gsr 1558613746,382 0,1050628
E4_Gsr 1558613746,632 0,1050628
E4_Gsr 1558613746,882 0,1050628
E4_Gsr 1558613747,132 0,1050628
E4_Gsr 1558613747,382 0,1025003
E4_Gsr 1558613747,632 0,1037816
E4_Gsr 1558613747,882 0,1025003
E4_Gsr 1558613748,132 0,1050628
E4_Gsr 1558613748,382 0,1063441
E4_Gsr 1558613748,632 0,1050628
E4_Gsr 1558613748,882 0,1050628
E4_Gsr 1558613749,132 0,1063441
E4_Gsr 1558613749,382 0,1063441
E4_Gsr 1558613749,632 0,1037816
E4_Gsr 1558613749,882 0,1025003
E4_Gsr 1558613750,132 0,1012191
E4_Gsr 1558613750,382 0,1037816
E4_Gsr 1558613750,632 0,1037816
E4_Gsr 1558613750,882 0,1037816
E4_Gsr 1558613751,132 0,1037816
E4_Gsr 1558613751,382 0,1037816
