E4_Gsr 1558610515,976 0,1857706
E4_Gsr 1558610516,226 0,1857706
E4_Gsr 1558610516,476 0,1870518
E4_Gsr 1558610516,726 0,188333
E4_Gsr 1558610516,976 0,188333
E4_Gsr 1558610517,226 0,188333
E4_Gsr 1558610517,476 0,188333
E4_Gsr 1558610517,726 0,1844894
E4_Gsr 1558610517,976 0,1870518
E4_Gsr 1558610518,226 0,188333
E4_Gsr 1558610518,476 0,1896141
E4_Gsr 1558610518,726 0,1870518
E4_Gsr 1558610518,976 0,1870518
E4_Gsr 1558610519,226 0,1870518
E4_Gsr 1558610519,476 0,1896141
E4_Gsr 1558610519,726 0,1870518
E4_Gsr 1558610519,976 0,1870518
E4_Gsr 1558610520,226 0,1870518
E4_Gsr 1558610520,476 0,1844894
E4_Gsr 1558610520,726 0,1870518
E4_Gsr 1558610520,976 0,1870518
E4_Gsr 1558610521,226 0,1857706
E4_Gsr 1558610521,476 0,1857706
E4_Gsr 1558610521,726 0,1857706
E4_Gsr 1558610521,976 0,1857706
E4_Hr 1558610517,45962 69,81495
E4_Ibi 1558610517,45962 0,8594148
E4_Gsr 1558610522,226 0,1844894
E4_Gsr 1558610522,476 0,1844894
E4_Gsr 1558610522,726 0,1857706
E4_Gsr 1558610522,976 0,1844894
E4_Gsr 1558610523,226 0,1819271
E4_Gsr 1558610523,476 0,1844894
E4_Hr 1558610518,28778 72,44949
E4_Ibi 1558610518,28778 0,8281631
E4_Hr 1558610519,16282 68,56825
E4_Ibi 1558610519,16282 0,8750405
E4_Gsr 1558610523,726 0,1857706
E4_Gsr 1558610523,976 0,1844894
E4_Gsr 1558610524,226 0,1870518
E4_Gsr 1558610524,476 0,1870518
E4_Gsr 1558610524,726 0,1870518
E4_Gsr 1558610524,976 0,1857706
E4_Hr 1558610520,10036 63,99704
E4_Ibi 1558610520,10036 0,9375434
E4_Gsr 1558610525,226 0,1870518
E4_Gsr 1558610525,476 0,1870518
E4_Gsr 1558610525,726 0,1870518
E4_Gsr 1558610525,976 0,1857706
E4_Gsr 1558610526,226 0,1896141
E4_Gsr 1558610526,476 0,1896141
E4_Hr 1558610521,02228 65,08172
E4_Ibi 1558610521,02228 0,9219179
E4_Hr 1558610521,92857 66,20383
E4_Ibi 1558610521,92857 0,9062919
E4_Gsr 1558610526,726 0,1870518
E4_Gsr 1558610526,976 0,1857706
E4_Gsr 1558610527,226 0,1857706
E4_Gsr 1558610527,476 0,1857706
E4_Gsr 1558610527,726 0,1857706
E4_Gsr 1558610527,976 0,1870518
E4_Hr 1558610522,88174 62,94791
E4_Ibi 1558610522,88174 0,9531691
E4_Hr 1558610523,85054 61,93262
E4_Ibi 1558610523,85054 0,9687948
E4_Gsr 1558610528,226 0,188333
E4_Gsr 1558610528,476 0,1870518
E4_Gsr 1558610528,726 0,1870518
E4_Gsr 1558610528,976 0,1870518
E4_Gsr 1558610529,226 0,1857706
E4_Gsr 1558610529,476 0,1857706
E4_Hr 1558610524,77246 65,08173
E4_Ibi 1558610524,77246 0,9219177
E4_Gsr 1558610529,726 0,1857706
E4_Gsr 1558610529,976 0,1857706
E4_Gsr 1558610530,226 0,1857706
E4_Gsr 1558610530,476 0,1857706
E4_Gsr 1558610530,726 0,1857706
E4_Gsr 1558610530,976 0,1857706
E4_Hr 1558610525,74125 61,93262
E4_Ibi 1558610525,74125 0,9687948
E4_Gsr 1558610531,226 0,1857706
E4_Gsr 1558610531,476 0,1832083
E4_Gsr 1558610531,726 0,1857706
E4_Gsr 1558610531,976 0,1870518
E4_Gsr 1558610532,226 0,1870518
E4_Gsr 1558610532,476 0,1857706
E4_Gsr 1558610532,726 0,188333
E4_Gsr 1558610532,976 0,1870518
E4_Gsr 1558610533,226 0,1870518
E4_Gsr 1558610533,476 0,188333
E4_Gsr 1558610533,726 0,1896141
E4_Gsr 1558610533,976 0,1870518
E4_Gsr 1558610534,226 0,1857706
E4_Gsr 1558610534,476 0,1896141
E4_Gsr 1558610534,726 0,1870518
E4_Gsr 1558610534,976 0,188333
E4_Gsr 1558610535,226 0,1870518
E4_Gsr 1558610535,476 0,1896141
E4_Gsr 1558610535,726 0,1857706
E4_Gsr 1558610535,976 0,1857706
E4_Gsr 1558610536,226 0,1857706
E4_Gsr 1558610536,476 0,1857706
E4_Gsr 1558610536,726 0,1857706
E4_Gsr 1558610536,976 0,1857706
E4_Gsr 1558610537,226 0,1857706
E4_Gsr 1558610537,476 0,1857706
E4_Gsr 1558610537,726 0,1857706
E4_Gsr 1558610537,976 0,1857706
E4_Gsr 1558610538,226 0,1857706
E4_Gsr 1558610538,476 0,1857706
E4_Gsr 1558610538,726 0,1857706
E4_Gsr 1558610538,976 0,1857706
E4_Gsr 1558610539,226 0,1857706
E4_Gsr 1558610539,476 0,1857706
E4_Gsr 1558610539,726 0,1857706
E4_Gsr 1558610539,976 0,1857706
E4_Gsr 1558610540,226 0,1857706
E4_Gsr 1558610540,476 0,1844894
E4_Gsr 1558610540,726 0,188333
E4_Gsr 1558610540,976 0,188333
E4_Gsr 1558610541,226 0,188333
E4_Gsr 1558610541,476 0,188333
E4_Gsr 1558610541,726 0,188333
E4_Gsr 1558610541,976 0,188333
E4_Gsr 1558610542,226 0,188333
E4_Gsr 1558610542,476 0,1896141
E4_Gsr 1558610542,726 0,1857706
E4_Gsr 1558610542,976 0,188333
E4_Gsr 1558610543,226 0,1870518
E4_Gsr 1558610543,476 0,1870518
E4_Gsr 1558610543,726 0,1896141
E4_Gsr 1558610543,976 0,1870518
E4_Gsr 1558610544,226 0,1870518
E4_Gsr 1558610544,476 0,1857706
E4_Gsr 1558610544,726 0,1870518
E4_Gsr 1558610544,976 0,1857706
E4_Gsr 1558610545,226 0,1832083
E4_Gsr 1558610545,476 0,1857706
E4_Gsr 1558610545,726 0,1857706
E4_Gsr 1558610545,976 0,1857706
E4_Hr 1558610541,77324 59,07419
E4_Ibi 1558610541,77324 1,015672
E4_Gsr 1558610546,226 0,1844894
E4_Gsr 1558610546,476 0,1857706
E4_Gsr 1558610546,726 0,1857706
E4_Gsr 1558610546,976 0,1844894
E4_Gsr 1558610547,226 0,1844894
E4_Gsr 1558610547,476 0,1844894
E4_Hr 1558610542,80454 58,17912
E4_Ibi 1558610542,80454 1,031298
E4_Gsr 1558610547,726 0,1844894
E4_Gsr 1558610547,976 0,1819271
E4_Gsr 1558610548,226 0,1870518
E4_Gsr 1558610548,476 0,188333
E4_Gsr 1558610548,726 0,188333
E4_Gsr 1558610548,976 0,1857706
E4_Hr 1558610543,82021 59,07419
E4_Ibi 1558610543,82021 1,015672
E4_Hr 1558610544,74213 65,08173
E4_Ibi 1558610544,74213 0,9219177
E4_Gsr 1558610549,226 0,188333
E4_Gsr 1558610549,476 0,188333
E4_Gsr 1558610549,726 0,1896141
E4_Gsr 1558610549,976 0,188333
E4_Gsr 1558610550,226 0,1896141
E4_Gsr 1558610550,476 0,1870518
E4_Hr 1558610545,71093 61,93262
E4_Ibi 1558610545,71093 0,9687948
E4_Gsr 1558610550,726 0,1870518
E4_Gsr 1558610550,976 0,1870518
E4_Gsr 1558610551,226 0,188333
E4_Gsr 1558610551,476 0,188333
E4_Gsr 1558610551,726 0,188333
E4_Gsr 1558610551,976 0,188333
E4_Hr 1558610546,69535 60,94955
E4_Ibi 1558610546,69535 0,9844208
E4_Hr 1558610547,67977 60,94956
E4_Ibi 1558610547,67977 0,9844205
E4_Gsr 1558610552,226 0,1870518
E4_Gsr 1558610552,476 0,1896141
E4_Gsr 1558610552,726 0,1870518
E4_Gsr 1558610552,976 0,1870518
E4_Gsr 1558610553,226 0,1870518
E4_Gsr 1558610553,476 0,1844894
E4_Hr 1558610548,58606 66,20383
E4_Ibi 1558610548,58606 0,9062919
E4_Gsr 1558610553,726 0,1870518
E4_Gsr 1558610553,976 0,1870518
E4_Gsr 1558610554,226 0,1870518
E4_Gsr 1558610554,476 0,1870518
E4_Gsr 1558610554,726 0,1870518
E4_Gsr 1558610554,976 0,1857706
E4_Hr 1558610549,53923 62,94791
E4_Ibi 1558610549,53923 0,9531691
E4_Hr 1558610550,4924 62,94791
E4_Ibi 1558610550,4924 0,9531691
E4_Gsr 1558610555,226 0,1857706
E4_Gsr 1558610555,476 0,1896141
E4_Gsr 1558610555,726 0,1896141
E4_Gsr 1558610555,976 0,1896141
E4_Gsr 1558610556,226 0,188333
E4_Gsr 1558610556,476 0,1896141
E4_Hr 1558610551,27368 76,79644
E4_Ibi 1558610551,27368 0,7812862
E4_Gsr 1558610556,726 0,188333
E4_Gsr 1558610556,976 0,1896141
E4_Gsr 1558610557,226 0,1896141
E4_Gsr 1558610557,476 0,1896141
E4_Gsr 1558610557,726 0,1908953
E4_Gsr 1558610557,976 0,1896141
E4_Hr 1558610552,27373 59,99723
E4_Ibi 1558610552,27373 1,000046
E4_Gsr 1558610558,226 0,1908953
E4_Gsr 1558610558,476 0,1908953
E4_Gsr 1558610558,726 0,188333
E4_Gsr 1558610558,976 0,1857706
E4_Gsr 1558610559,226 0,188333
E4_Gsr 1558610559,476 0,188333
E4_Gsr 1558610559,726 0,188333
E4_Gsr 1558610559,976 0,188333
E4_Gsr 1558610560,226 0,1870518
E4_Gsr 1558610560,476 0,1870518
E4_Gsr 1558610560,726 0,1870518
E4_Gsr 1558610560,976 0,1870518
E4_Gsr 1558610561,226 0,1870518
E4_Gsr 1558610561,476 0,188333
E4_Gsr 1558610561,726 0,1857706
E4_Gsr 1558610561,976 0,1870518
E4_Gsr 1558610562,226 0,1870518
E4_Gsr 1558610562,476 0,1870518
E4_Gsr 1558610562,726 0,1870518
E4_Gsr 1558610562,976 0,1857706
E4_Gsr 1558610563,226 0,188333
E4_Gsr 1558610563,476 0,1896141
E4_Gsr 1558610563,726 0,188333
E4_Gsr 1558610563,976 0,188333
E4_Hr 1558610559,3053 61,93262
E4_Ibi 1558610559,3053 0,9687948
E4_Gsr 1558610564,226 0,188333
E4_Gsr 1558610564,476 0,1870518
E4_Gsr 1558610564,726 0,188333
E4_Gsr 1558610564,976 0,1896141
E4_Gsr 1558610565,226 0,188333
E4_Gsr 1558610565,476 0,188333
E4_Hr 1558610560,28973 60,94956
E4_Ibi 1558610560,28973 0,9844205
E4_Hr 1558610561,3054 59,07418
E4_Ibi 1558610561,3054 1,015672
E4_Gsr 1558610565,726 0,1896141
E4_Gsr 1558610565,976 0,1896141
E4_Gsr 1558610566,226 0,188333
E4_Gsr 1558610566,476 0,188333
E4_Gsr 1558610566,726 0,188333
E4_Gsr 1558610566,976 0,188333
E4_Hr 1558610562,22732 65,08173
E4_Ibi 1558610562,22732 0,9219177
E4_Gsr 1558610567,226 0,1844894
E4_Gsr 1558610567,476 0,188333
E4_Gsr 1558610567,726 0,1896141
