n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,n,rating_emotion_n_eval_o.response_mean,rating_emotion_n_eval_o.response_raw,rating_emotion_n_eval_o.response_std,rating_emotion_n_eval_o.rt_mean,rating_emotion_n_eval_o.rt_raw,rating_emotion_n_eval_o.rt_std,rating_emotion_n_eval_t.response_mean,rating_emotion_n_eval_t.response_raw,rating_emotion_n_eval_t.response_std,rating_emotion_n_eval_t.rt_mean,rating_emotion_n_eval_t.rt_raw,rating_emotion_n_eval_t.rt_std,text_emotion_n_eval_t.started_mean,text_emotion_n_eval_t.started_raw,text_emotion_n_eval_t.started_std,text_emotion_n_eval_t.stopped_raw,order
Resources\Pictures\,Negative\,1022.0,snake close up,.jpg,Resources\Pictures\Negative\1022.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,16.913999557495117,16.913999557495117,0.0,2.0,2.0,0.0,8.776000022888184,8.776000022888184,0.0,1820.0484619140625,1820.0484619140625,0.0,,0.0
Resources\Pictures\,Negative\,1240.0,spider,.jpg,Resources\Pictures\Negative\1240.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,11.692000389099121,11.692000389099121,0.0,3.0,3.0,0.0,24.722999572753906,24.722999572753906,0.0,1841.6226806640625,1841.6226806640625,0.0,,1.0
Resources\Pictures\,Negative\,1300.0,dog threat 1,.jpg,Resources\Pictures\Negative\1300.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,6.761000156402588,6.761000156402588,0.0,1.0,1.0,0.0,18.85700035095215,18.85700035095215,0.0,1874.2174072265625,1874.2174072265625,0.0,,2.0
Resources\Pictures\,Negative\,1302.0, dog threat 2,.jpg,Resources\Pictures\Negative\1302.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,14.805999755859375,14.805999755859375,0.0,1.0,1.0,0.0,7.22599983215332,7.22599983215332,0.0,1908.99072265625,1908.99072265625,0.0,,3.0
Resources\Pictures\,Negative\,2206.0,fingerprints,.jpg,Resources\Pictures\Negative\2206.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,7.125,7.125,0.0,3.0,3.0,0.0,4.675000190734863,4.675000190734863,0.0,1924.4554443359375,1924.4554443359375,0.0,,4.0
Resources\Pictures\,Negative\,2276.0,child crying,.jpg,Resources\Pictures\Negative\2276.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,9.982999801635742,9.982999801635742,0.0,2.0,2.0,0.0,14.277999877929688,14.277999877929688,0.0,1940.2122802734375,1940.2122802734375,0.0,,5.0
Resources\Pictures\,Negative\,2278.0,poor children,.jpg,Resources\Pictures\Negative\2278.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,8.710000038146973,8.710000038146973,0.0,3.0,3.0,0.0,5.293000221252441,5.293000221252441,0.0,1964.312744140625,1964.312744140625,0.0,,6.0
Resources\Pictures\,Negative\,2375.1,famine,.jpg,Resources\Pictures\Negative\2375.1.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,7.214000225067139,7.214000225067139,0.0,2.0,2.0,0.0,4.011000156402588,4.011000156402588,0.0,1977.9237060546875,1977.9237060546875,0.0,,7.0
Resources\Pictures\,Negative\,2399.0,headache,.jpg,Resources\Pictures\Negative\2399.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,8.111000061035156,8.111000061035156,0.0,3.0,3.0,0.0,6.577000141143799,6.577000141143799,0.0,1991.154052734375,1991.154052734375,0.0,,8.0
Resources\Pictures\,Negative\,2410.0,math problem,.jpg,Resources\Pictures\Negative\2410.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,18.240999221801758,18.240999221801758,0.0,1.0,1.0,0.0,7.35699987411499,7.35699987411499,0.0,2017.087890625,2017.087890625,0.0,,9.0
Resources\Pictures\,Negative\,2683.0,riot scene 1,.jpg,Resources\Pictures\Negative\2683.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,4.473999977111816,4.473999977111816,0.0,1.0,1.0,0.0,1.8250000476837158,1.8250000476837158,0.0,2030.031005859375,2030.031005859375,0.0,,10.0
Resources\Pictures\,Negative\,2688.0,poacher,.jpg,Resources\Pictures\Negative\2688.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,4.705999851226807,4.705999851226807,0.0,1.0,1.0,0.0,1.3539999723434448,1.3539999723434448,0.0,2037.6666259765625,2037.6666259765625,0.0,,11.0
Resources\Pictures\,Negative\,2691.0,riot scene 2,.jpg,Resources\Pictures\Negative\2691.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,14.83899974822998,14.83899974822998,0.0,1.0,1.0,0.0,7.703999996185303,7.703999996185303,0.0,2054.96435546875,2054.96435546875,0.0,,12.0
Resources\Pictures\,Negative\,2694.0,prison scene,.jpg,Resources\Pictures\Negative\2694.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,13.187999725341797,13.187999725341797,0.0,2.0,2.0,0.0,4.203999996185303,4.203999996185303,0.0,2076.97412109375,2076.97412109375,0.0,,13.0
Resources\Pictures\,Negative\,5971.0,tornado 1,.jpg,Resources\Pictures\Negative\5971.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,19.275999069213867,19.275999069213867,0.0,2.0,2.0,0.0,4.541999816894531,4.541999816894531,0.0,2101.5634765625,2101.5634765625,0.0,,14.0
Resources\Pictures\,Negative\,5972.0,tornado 2,.jpg,Resources\Pictures\Negative\5972.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,4.942999839782715,4.942999839782715,0.0,1.0,1.0,0.0,7.026000022888184,7.026000022888184,0.0,2112.15869140625,2112.15869140625,0.0,,15.0
Resources\Pictures\,Negative\,7380.0,cockroaches food,.jpg,Resources\Pictures\Negative\7380.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,8.274999618530273,8.274999618530273,0.0,2.0,2.0,0.0,3.0929999351501465,3.0929999351501465,0.0,2128.572509765625,2128.572509765625,0.0,,16.0
