start_session_one,start_baseline_measurement,end_baseline_measurement,rating_baseline.response,rating_baseline.rt,end_session_one,participant,session,date,expName,psychopyVersion,frameRate,
2019-10-05_14:30:57,2019-10-05_14:32:21,2019-10-05_14:37:21,2,29.452,,mf,001,2019_Oct_05_1430,StartingSession,3.2.3,59.99106133363665,
,,,,,2019-10-05_14:37:54,,,,,,,
