p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,30.87700080871582,30.87700080871582,0.0,5.0,5.0,0.0,15.407999992370605,15.407999992370605,0.0,0.0
Resources\Pictures\,Positive\,1460,tiger cub,.jpg,Resources\Pictures\Positive\1460.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,6.955999851226807,6.955999851226807,0.0,6.0,6.0,0.0,10.505000114440918,10.505000114440918,0.0,1.0
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,12.12600040435791,12.12600040435791,0.0,7.0,7.0,0.0,6.576000213623047,6.576000213623047,0.0,2.0
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,4.13700008392334,4.13700008392334,0.0,7.0,7.0,0.0,1.1779999732971191,1.1779999732971191,0.0,3.0
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,21.440000534057617,21.440000534057617,0.0,4.0,4.0,0.0,5.1620001792907715,5.1620001792907715,0.0,4.0
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,7.940999984741211,7.940999984741211,0.0,7.0,7.0,0.0,7.276000022888184,7.276000022888184,0.0,5.0
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,30.767000198364258,30.767000198364258,0.0,4.0,4.0,0.0,4.0920000076293945,4.0920000076293945,0.0,6.0
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,21.121999740600586,21.121999740600586,0.0,3.0,3.0,0.0,20.32200050354004,20.32200050354004,0.0,7.0
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,42.50600051879883,42.50600051879883,0.0,7.0,7.0,0.0,7.310999870300293,7.310999870300293,0.0,8.0
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,10.642999649047852,10.642999649047852,0.0,4.0,4.0,0.0,4.758999824523926,4.758999824523926,0.0,9.0
