Tick,Color,n,sound_1.started_mean,sound_1.started_raw,sound_1.started_std,sound_1.stopped_raw,order
210,yellow,1.0,633.7898559570312,633.7898559570312,0.0,,208.0
211,yellow,1.0,634.791015625,634.791015625,0.0,,209.0
212,yellow,1.0,635.790771484375,635.790771484375,0.0,,210.0
213,yellow,1.0,636.7911376953125,636.7911376953125,0.0,,211.0
214,yellow,1.0,637.7919921875,637.7919921875,0.0,,212.0
215,yellow,1.0,638.7927856445312,638.7927856445312,0.0,,213.0
216,yellow,1.0,639.7939453125,639.7939453125,0.0,,214.0
217,yellow,1.0,640.794189453125,640.794189453125,0.0,,215.0
218,yellow,1.0,641.7907104492188,641.7907104492188,0.0,,216.0
219,yellow,1.0,642.7899780273438,642.7899780273438,0.0,,217.0
220,yellow,1.0,643.7866821289062,643.7866821289062,0.0,644.2865279999969,218.0
221,yellow,1.0,644.7931518554688,644.7931518554688,0.0,,219.0
222,yellow,1.0,645.7930908203125,645.7930908203125,0.0,,220.0
223,yellow,1.0,646.7944946289062,646.7944946289062,0.0,,221.0
224,yellow,1.0,647.7940673828125,647.7940673828125,0.0,,222.0
225,yellow,1.0,648.7941284179688,648.7941284179688,0.0,,223.0
226,yellow,1.0,649.794189453125,649.794189453125,0.0,,224.0
227,yellow,1.0,650.7901000976562,650.7901000976562,0.0,,225.0
228,yellow,1.0,651.7860717773438,651.7860717773438,0.0,652.2861128000077,226.0
229,yellow,1.0,652.7938232421875,652.7938232421875,0.0,,227.0
230,yellow,1.0,653.7939453125,653.7939453125,0.0,,228.0
231,yellow,1.0,654.7938232421875,654.7938232421875,0.0,,229.0
232,yellow,1.0,655.7932739257812,655.7932739257812,0.0,,230.0
233,yellow,1.0,656.7938232421875,656.7938232421875,0.0,,231.0
234,yellow,1.0,657.7933959960938,657.7933959960938,0.0,,232.0
235,yellow,1.0,658.7951049804688,658.7951049804688,0.0,,233.0
236,yellow,1.0,659.7911376953125,659.7911376953125,0.0,,234.0
237,yellow,1.0,660.7877197265625,660.7877197265625,0.0,661.2874338999973,235.0
238,yellow,1.0,661.7942504882812,661.7942504882812,0.0,,236.0
239,yellow,1.0,662.7940673828125,662.7940673828125,0.0,,237.0
240,red,1.0,663.7911376953125,663.7911376953125,0.0,,238.0
241,red,1.0,664.7926025390625,664.7926025390625,0.0,,239.0
242,red,1.0,665.7919921875,665.7919921875,0.0,,240.0
243,red,1.0,666.7919311523438,666.7919311523438,0.0,,241.0
244,red,1.0,667.79150390625,667.79150390625,0.0,,242.0
245,red,1.0,668.7913208007812,668.7913208007812,0.0,,243.0
246,red,1.0,669.791015625,669.791015625,0.0,,244.0
247,red,1.0,670.7860107421875,670.7860107421875,0.0,671.2856745000172,245.0
248,red,1.0,671.7908325195312,671.7908325195312,0.0,,246.0
249,red,1.0,672.7876586914062,672.7876586914062,0.0,673.2873164000048,247.0
250,red,1.0,673.7940063476562,673.7940063476562,0.0,,248.0
251,red,1.0,674.7941284179688,674.7941284179688,0.0,,249.0
252,red,1.0,675.7938232421875,675.7938232421875,0.0,,250.0
253,red,1.0,676.7941284179688,676.7941284179688,0.0,,251.0
254,red,1.0,677.7938842773438,677.7938842773438,0.0,,252.0
255,red,1.0,678.7938842773438,678.7938842773438,0.0,,253.0
256,red,1.0,679.7938232421875,679.7938232421875,0.0,,254.0
257,red,1.0,680.794189453125,680.794189453125,0.0,,255.0
258,red,1.0,681.7945556640625,681.7945556640625,0.0,,256.0
259,red,1.0,682.7913818359375,682.7913818359375,0.0,,257.0
260,red,1.0,683.787109375,683.787109375,0.0,684.2869880000071,258.0
261,red,1.0,684.7938232421875,684.7938232421875,0.0,,259.0
262,red,1.0,685.7933349609375,685.7933349609375,0.0,,260.0
263,red,1.0,686.7938232421875,686.7938232421875,0.0,,261.0
264,red,1.0,687.7930908203125,687.7930908203125,0.0,,262.0
265,red,1.0,688.792724609375,688.792724609375,0.0,,263.0
266,red,1.0,689.7927856445312,689.7927856445312,0.0,,264.0
267,red,1.0,690.7879028320312,690.7879028320312,0.0,691.2875186000019,265.0
268,red,1.0,691.79443359375,691.79443359375,0.0,,266.0
269,red,1.0,692.7915649414062,692.7915649414062,0.0,,267.0
270,red,1.0,693.79296875,693.79296875,0.0,,268.0
271,red,1.0,694.791748046875,694.791748046875,0.0,,269.0
272,red,1.0,695.7879028320312,695.7879028320312,0.0,696.2879407000146,270.0
273,red,1.0,696.7947387695312,696.7947387695312,0.0,,271.0
274,red,1.0,697.7944946289062,697.7944946289062,0.0,,272.0
275,red,1.0,698.794677734375,698.794677734375,0.0,,273.0
276,red,1.0,699.794677734375,699.794677734375,0.0,,274.0
277,red,1.0,700.7946166992188,700.7946166992188,0.0,,275.0
278,red,1.0,701.79443359375,701.79443359375,0.0,,276.0
279,red,1.0,702.794677734375,702.794677734375,0.0,,277.0
280,red,1.0,703.7944946289062,703.7944946289062,0.0,,278.0
281,red,1.0,704.794677734375,704.794677734375,0.0,,279.0
282,red,1.0,705.7947387695312,705.7947387695312,0.0,,280.0
283,red,1.0,706.7916870117188,706.7916870117188,0.0,,281.0
284,red,1.0,707.7929077148438,707.7929077148438,0.0,,282.0
285,red,1.0,708.791259765625,708.791259765625,0.0,,283.0
286,red,1.0,709.7890014648438,709.7890014648438,0.0,,284.0
287,red,1.0,710.7900390625,710.7900390625,0.0,,285.0
288,red,1.0,711.7896728515625,711.7896728515625,0.0,,286.0
289,red,1.0,712.7894287109375,712.7894287109375,0.0,,287.0
290,red,1.0,713.790283203125,713.790283203125,0.0,,288.0
291,red,1.0,714.7900390625,714.7900390625,0.0,,289.0
292,red,1.0,715.7894897460938,715.7894897460938,0.0,,290.0
293,red,1.0,716.7894897460938,716.7894897460938,0.0,,291.0
294,red,1.0,717.7843627929688,717.7843627929688,0.0,718.2842772000004,292.0
295,red,1.0,718.787353515625,718.787353515625,0.0,719.2872138000093,293.0
296,red,1.0,719.794189453125,719.794189453125,0.0,,294.0
297,red,1.0,720.7940063476562,720.7940063476562,0.0,,295.0
298,red,1.0,721.7940063476562,721.7940063476562,0.0,,296.0
299,red,1.0,722.7938232421875,722.7938232421875,0.0,,297.0
300,red,1.0,723.7938232421875,723.7938232421875,0.0,,298.0

extraInfo
participant,dominik
session,001
startTime,
date,2019_Aug_26_1436
expName,MTEC_paradigm
psychopyVersion,3.1.3
frameRate,148.16351323223356
