WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,n,key_resp_stress_part_two.keys_raw,key_resp_stress_part_two.rt_mean,key_resp_stress_part_two.rt_raw,key_resp_stress_part_two.rt_std,key_resp_stress_part_two.started_mean,key_resp_stress_part_two.started_raw,key_resp_stress_part_two.started_std,key_resp_stress_part_two.stopped_raw,order
purple,grey,grey,purple,left,1.0,'left',1.1613831520080566,1.1613831520080566,0.0,972.6812133789062,972.6812133789062,0.0,,147.0
purple,black,black,purple,left,1.0,'left',1.3481693267822266,1.3481693267822266,0.0,865.5794067382812,865.5794067382812,0.0,,78.0
purple,red,red,purple,left,1.0,'left',0.9768735766410828,0.9768735766410828,0.0,791.1116943359375,791.1116943359375,0.0,,28.0
purple,blue,blue,purple,left,1.0,'left',1.102893590927124,1.102893590927124,0.0,825.4336547851562,825.4336547851562,0.0,,51.0
purple,green,green,purple,left,1.0,'left',1.003109335899353,1.003109335899353,0.0,957.3701782226562,957.3701782226562,0.0,,139.0
purple,magenta,magenta,purple,left,1.0,'left',1.2411059141159058,1.2411059141159058,0.0,1043.7235107421875,1043.7235107421875,0.0,,194.0
purple,cyan,cyan,purple,left,1.0,'left',2.412154197692871,2.412154197692871,0.0,855.16943359375,855.16943359375,0.0,,71.0
purple,yellow,yellow,purple,left,1.0,'left',2.6909568309783936,2.6909568309783936,0.0,950.4146118164062,950.4146118164062,0.0,,136.0
purple,orange,orange,purple,left,1.0,'left',1.7911244630813599,1.7911244630813599,0.0,840.929443359375,840.929443359375,0.0,,60.0
brown,grey,grey,brown,left,1.0,'left',1.1637194156646729,1.1637194156646729,0.0,846.1468505859375,846.1468505859375,0.0,,64.0
brown,black,black,brown,left,1.0,'left',1.1024384498596191,1.1024384498596191,0.0,1008.18212890625,1008.18212890625,0.0,,172.0
brown,red,red,brown,left,1.0,'left',1.1159459352493286,1.1159459352493286,0.0,871.944580078125,871.944580078125,0.0,,82.0
brown,blue,blue,brown,left,1.0,'left',2.9283125400543213,2.9283125400543213,0.0,760.8372192382812,760.8372192382812,0.0,,9.0
brown,green,green,brown,left,1.0,'left',0.8690881133079529,0.8690881133079529,0.0,1019.4934692382812,1019.4934692382812,0.0,,179.0
brown,magenta,magenta,brown,left,1.0,'left',2.423191547393799,2.423191547393799,0.0,889.475341796875,889.475341796875,0.0,,95.0
brown,cyan,cyan,brown,left,1.0,'left',1.8151031732559204,1.8151031732559204,0.0,1030.098388671875,1030.098388671875,0.0,,186.0
brown,yellow,yellow,brown,left,1.0,'left',1.0074280500411987,1.0074280500411987,0.0,786.1801147460938,786.1801147460938,0.0,,25.0
