n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,n,image_emotion_n.started_mean,image_emotion_n.started_raw,image_emotion_n.started_std,image_emotion_n.stopped_raw,order
Resources\Pictures\,Negative\,1022.0,snake close up,.jpg,Resources\Pictures\Negative\1022.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1722.13623046875,1722.13623046875,0.0,,18.0
Resources\Pictures\,Negative\,1240.0,spider,.jpg,Resources\Pictures\Negative\1240.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1602.14208984375,1602.14208984375,0.0,,6.0
Resources\Pictures\,Negative\,1300.0,dog threat 1,.jpg,Resources\Pictures\Negative\1300.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1582.142822265625,1582.142822265625,0.0,,4.0
Resources\Pictures\,Negative\,1302.0, dog threat 2,.jpg,Resources\Pictures\Negative\1302.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1652.1114501953125,1652.1114501953125,0.0,,11.0
Resources\Pictures\,Negative\,2206.0,fingerprints,.jpg,Resources\Pictures\Negative\2206.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1622.1480712890625,1622.1480712890625,0.0,,8.0
Resources\Pictures\,Negative\,2276.0,child crying,.jpg,Resources\Pictures\Negative\2276.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1702.1202392578125,1702.1202392578125,0.0,,16.0
Resources\Pictures\,Negative\,2278.0,poor children,.jpg,Resources\Pictures\Negative\2278.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1792.12158203125,1792.12158203125,0.0,,25.0
Resources\Pictures\,Negative\,2375.1,famine,.jpg,Resources\Pictures\Negative\2375.1.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1552.1363525390625,1552.1363525390625,0.0,,1.0
Resources\Pictures\,Negative\,2399.0,headache,.jpg,Resources\Pictures\Negative\2399.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1802.1290283203125,1802.1290283203125,0.0,,26.0
Resources\Pictures\,Negative\,2410.0,math problem,.jpg,Resources\Pictures\Negative\2410.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1692.143310546875,1692.143310546875,0.0,,15.0
Resources\Pictures\,Negative\,2683.0,riot scene 1,.jpg,Resources\Pictures\Negative\2683.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1782.1575927734375,1782.1575927734375,0.0,,24.0
Resources\Pictures\,Negative\,2688.0,poacher,.jpg,Resources\Pictures\Negative\2688.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1672.1575927734375,1672.1575927734375,0.0,,13.0
Resources\Pictures\,Negative\,2691.0,riot scene 2,.jpg,Resources\Pictures\Negative\2691.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1762.156005859375,1762.156005859375,0.0,,22.0
Resources\Pictures\,Negative\,2694.0,prison scene,.jpg,Resources\Pictures\Negative\2694.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1832.1563720703125,1832.1563720703125,0.0,,29.0
Resources\Pictures\,Negative\,5971.0,tornado 1,.jpg,Resources\Pictures\Negative\5971.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1752.1517333984375,1752.1517333984375,0.0,,21.0
Resources\Pictures\,Negative\,5972.0,tornado 2,.jpg,Resources\Pictures\Negative\5972.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1542.14697265625,1542.14697265625,0.0,,0.0
Resources\Pictures\,Negative\,7380.0,cockroaches food,.jpg,Resources\Pictures\Negative\7380.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1742.1275634765625,1742.1275634765625,0.0,,20.0
Resources\Pictures\,Negative\,8179.0,bungee jump,.jpg,Resources\Pictures\Negative\8179.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1822.154541015625,1822.154541015625,0.0,,28.0
Resources\Pictures\,Negative\,9280.0,pollution,.jpg,Resources\Pictures\Negative\9280.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1572.1480712890625,1572.1480712890625,0.0,,3.0
Resources\Pictures\,Negative\,9341.0,child in garbage river,.jpg,Resources\Pictures\Negative\9341.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1772.171630859375,1772.171630859375,0.0,,23.0
