Tick	Color	Tone	TimeDur	WordItem	WordColor	AnsLeft	AnsRight	AnsCorr	tick.thisRepN	tick.thisTrialN	tick.thisN	tick.thisIndex	stroop_trials.thisRepN	stroop_trials.thisTrialN	stroop_trials.thisN	stroop_trials.thisIndex	start_session_two	start_stress_one	end_stress_one	rating_evaluation_one.response	rating_evaluation_one.rt	rating_evaluation_two.response	rating_evaluation_two.rt	start_stress_two	key_resp_part_two_meas.keys	key_resp_part_two_meas.rt	key_resp_part_two_meas.started	key_resp_part_two_meas.stopped	end_stress_two	start_cooldown_measurement	end_cooldown_measurement	end_session_two	participant	session	date	expName	psychopyVersion	frameRate
238	yellow	880	0.5						0	237	237	237																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
239	yellow	880	0.5						0	238	238	238																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
240	red	1760	0.5						0	239	239	239																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
241	red	1760	0.5						0	240	240	240																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
242	red	1760	0.5						0	241	241	241																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
243	red	1760	0.5						0	242	242	242																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
244	red	1760	0.5						0	243	243	243																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
245	red	1760	0.5						0	244	244	244																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
246	red	1760	0.5						0	245	245	245																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
247	red	1760	0.5						0	246	246	246																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
248	red	1760	0.5						0	247	247	247																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
249	red	1760	0.5						0	248	248	248																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
250	red	1760	0.5						0	249	249	249																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
251	red	1760	0.5						0	250	250	250																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
252	red	1760	0.5						0	251	251	251																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
253	red	1760	0.5						0	252	252	252																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
254	red	1760	0.5						0	253	253	253																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
255	red	1760	0.5						0	254	254	254																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
256	red	1760	0.5						0	255	255	255																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
257	red	1760	0.5						0	256	256	256																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
258	red	1760	0.5						0	257	257	257																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
259	red	1760	0.5						0	258	258	258																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
260	red	1760	0.5						0	259	259	259																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
261	red	1760	0.5						0	260	260	260																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
262	red	1760	0.5						0	261	261	261																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
263	red	1760	0.5						0	262	262	262																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
264	red	1760	0.5						0	263	263	263																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
265	red	1760	0.5						0	264	264	264																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
266	red	1760	0.5						0	265	265	265																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
267	red	1760	0.5						0	266	266	266																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
268	red	1760	0.5						0	267	267	267																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
269	red	1760	0.5						0	268	268	268																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
270	red	1760	0.5						0	269	269	269																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
271	red	1760	0.5						0	270	270	270																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
272	red	1760	0.5						0	271	271	271																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
273	red	1760	0.5						0	272	272	272																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
274	red	1760	0.5						0	273	273	273																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
275	red	1760	0.5						0	274	274	274																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
276	red	1760	0.5						0	275	275	275																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
277	red	1760	0.5						0	276	276	276																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
278	red	1760	0.5						0	277	277	277																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
279	red	1760	0.5						0	278	278	278																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
280	red	1760	0.5						0	279	279	279																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
281	red	1760	0.5						0	280	280	280																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
282	red	1760	0.5						0	281	281	281																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
283	red	1760	0.5						0	282	282	282																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
284	red	1760	0.5						0	283	283	283																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
285	red	1760	0.5						0	284	284	284																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
286	red	1760	0.5						0	285	285	285																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
287	red	1760	0.5						0	286	286	286																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
288	red	1760	0.5						0	287	287	287																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
289	red	1760	0.5						0	288	288	288																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
290	red	1760	0.5						0	289	289	289																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
291	red	1760	0.5						0	290	290	290																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
292	red	1760	0.5						0	291	291	291																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
293	red	1760	0.5						0	292	292	292																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
294	red	1760	0.5						0	293	293	293																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
295	red	1760	0.5						0	294	294	294																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
296	red	1760	0.5						0	295	295	295																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
297	red	1760	0.5						0	296	296	296																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
298	red	1760	0.5						0	297	297	297																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
299	red	1760	0.5						0	298	298	298																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
300	red	1760	0.5						0	299	299	299																					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
																			12:23:23	7	57.354												md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
																						7	34.337										md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	yellow	yellow	orange	left					0	0	0	179								12:27:27	right	0.895371431	721.834111	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	green	red	green	right					0	1	1	1									left	1.622273811	723.2675859	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	magenta	magenta	red	left					0	2	2	112									left	1.978108568	725.4151901	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	red	red	orange	left					0	3	3	174									left	1.498549759	727.9347545	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	cyan	cyan	brown	left					0	4	4	196									left	1.208818525	729.9768968	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	brown	brown	cyan	left					0	5	5	153									left	1.641886414	731.7197834	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	blue	blue	magenta	left					0	6	6	148									left	1.417468516	733.9040993	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	green	green	black	left					0	7	7	212									left	1.22998633	735.8676048	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	black	black	yellow	left					0	8	8	164									left	1.170678759	737.6306984	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	yellow	yellow	purple	left					0	9	9	188									left	1.613950817	739.3473714	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	brown	white	brown	right					0	10	10	99									left	1.146365992	741.4955426	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	green	green	brown	left					0	11	11	194									left	1.57377713	743.1635406	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	yellow	orange	yellow	right					0	12	12	69									right	1.529785625	745.2721278	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	purple	orange	purple	right					0	13	13	60									right	1.60546313	747.3243416	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	yellow	brown	yellow	right					0	14	14	87									right	1.342526586	749.4668898	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	orange	red	orange	right					0	15	15	5									right	1.966744718	751.3466367	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	brown	purple	brown	right					0	16	16	70									right	1.688612428	753.8488127	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	magenta	brown	magenta	right					0	17	17	85									right	1.410023177	756.0798375	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	purple	green	purple	right					0	18	18	24									right	1.40664184	758.0270626	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	cyan	red	cyan	right					0	19	19	3									right	0.903620184	759.9537083	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	magenta	magenta	brown	left					0	20	20	195									left	1.362929803	761.3909541	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	red	yellow	red	right					0	21	21	55									right	0.991939833	763.28943	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	cyan	brown	cyan	right					0	22	22	86									right	0.997891838	764.8199196	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	green	green	purple	left					0	23	23	185									left	1.980523077	766.3572598	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	green	brown	green	right					0	24	24	84									right	1.414857314	768.8668662	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	brown	red	brown	right					0	25	25	7									right	1.149786581	770.8120873	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	white	white	cyan	left					0	26	26	154									left	1.312189706	772.4976858	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	brown	blue	brown	right					0	27	27	16									right	1.263974199	774.3453614	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	red	magenta	red	right					0	28	28	37									right	1.029308612	776.1480714	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	white	white	purple	left					0	29	29	181									left	1.313250401	777.7121077	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	white	magenta	white	right					0	30	30	35									right	1.492119887	779.5651777	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	blue	blue	white	left					0	31	31	202									left	1.177447831	781.5841989	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	magenta	orange	magenta	right					0	32	32	67									right	1.227048727	783.31055	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	yellow	yellow	cyan	left					0	33	33	150									left	0.810262451	785.0714279	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	blue	blue	orange	left					0	34	34	175									left	1.042512676	786.4230365	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	blue	magenta	blue	right					0	35	35	38									right	1.224698218	788.0088956	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	purple	purple	red	left					0	36	36	116									left	1.165411128	789.7644815	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	orange	cyan	orange	right					0	37	37	41									left	0.989541538	791.4679936	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	green	green	blue	left					0	38	38	120									left	1.256417499	793.0013321	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	magenta	white	magenta	right					0	39	39	94									right	1.441534243	794.8002618	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	red	red	brown	left					0	40	40	192									left	1.217277199	796.7761244	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	black	yellow	black	right					0	41	41	54									right	0.856415024	798.5289954	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	cyan	cyan	purple	left					0	42	42	187									left	1.618092474	799.9274274	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	black	magenta	black	right					0	43	43	36									right	0.898416553	802.0789547	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	black	cyan	black	right					0	44	44	45									right	1.567246564	803.4983164	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	black	red	black	right					0	45	45	9									right	1.711719007	805.5941283	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	white	brown	white	right					0	46	46	80									right	1.038273739	807.8354055	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	orange	orange	cyan	left					0	47	47	151									left	1.167266276	809.4185625	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	green	green	red	left					0	48	48	111									left	1.145452497	811.112079	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	blue	blue	red	left					0	49	49	110									left	0.927759298	812.7861071	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	blue	yellow	blue	right					0	50	50	56									right	0.975881366	814.2496535	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	blue	green	blue	right					0	51	51	29									right	0.728515182	815.7535217	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	brown	cyan	brown	right					0	52	52	43									right	1.183704903	817.0098018	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	magenta	magenta	orange	left					0	53	53	177									left	0.943257125	818.730599	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	black	black	magenta	left					0	54	54	146									left	0.75371115	820.2160633	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	blue	white	blue	right					0	55	55	92									right	1.059518344	821.510403	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	purple	red	purple	right					0	56	56	6									right	1.090289144	823.1032005	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	purple	magenta	purple	right					0	57	57	33									right	0.776741783	824.7206999	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	purple	purple	white	left					0	58	58	208									left	1.322311955	826.0391121	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	green	white	green	right					0	59	59	93									right	1.034565149	827.8953143	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	black	black	red	left					0	60	60	119									left	0.737010549	829.4648836	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	magenta	blue	magenta	right					0	61	61	11									right	0.858332892	830.735341	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	red	cyan	red	right					0	62	62	46									right	0.887427317	832.1303912	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	brown	green	brown	right					0	63	63	25									right	0.782396401	833.5474735	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	orange	magenta	orange	right					0	64	64	32									left	1.099160405	834.870353	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	brown	brown	magenta	left					0	65	65	144									left	1.341748345	836.5079706	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	red	red	white	left					0	66	66	201									left	1.399947008	838.393896	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	white	white	black	left					0	67	67	219									left	1.169845052	840.3275476	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	red	red	black	left					0	68	68	210									left	1.349714645	842.0279027	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	purple	purple	black	left					0	69	69	217									left	1.138434251	843.8954819	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	cyan	cyan	orange	left					0	70	70	178									left	1.035311817	845.5743071	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	green	green	magenta	left					0	71	71	149									left	1.008836701	847.1605113	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	blue	blue	black	left					0	72	72	211									right	0.922013373	848.7033546	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	yellow	cyan	yellow	right					0	73	73	40									right	2.434196424	850.1676929	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	orange	orange	purple	left					0	74	74	189									left	1.050036523	853.1355248	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	blue	black	blue	right					0	75	75	101									right	0.798053801	854.7153017	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	blue	blue	yellow	left					0	76	76	166									left	0.849235925	856.0486016	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	purple	purple	magenta	left					0	77	77	143									left	1.024040127	857.4339528	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	white	white	red	left					0	78	78	118									left	1.235373001	858.9900173	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	yellow	yellow	blue	left					0	79	79	123									left	1.266943374	860.7589007	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	yellow	green	yellow	right					0	80	80	22									right	0.796315986	862.5576035	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	red	green	red	right					0	81	81	28									right	0.900989782	863.8766557	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	yellow	yellow	red	left					0	82	82	114									left	1.337584928	865.3123582	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	yellow	yellow	black	left					0	83	83	215									left	0.755617925	867.1821719	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	green	green	white	left					0	84	84	203									left	0.923860415	868.4694907	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	cyan	cyan	blue	left					0	85	85	122									left	0.843540346	869.9341405	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	yellow	yellow	brown	left					0	86	86	197									left	1.217383439	871.3202422	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	green	purple	green	right					0	87	87	75									right	1.437176693	873.0682915	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	red	blue	red	right					0	88	88	19									right	0.876023788	875.0453632	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	cyan	white	cyan	right					0	89	89	95									right	0.787214325	876.4623556	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	red	orange	red	right					0	90	90	64									left	0.718136933	877.7797165	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	brown	magenta	brown	right					0	91	91	34									right	0.960936073	879.0324595	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	blue	orange	blue	right					0	92	92	65									right	0.79240985	880.5292101	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	purple	purple	green	left					0	93	93	134									left	0.910084617	881.8598864	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	purple	purple	yellow	left					0	94	94	161									left	1.241646713	883.304115	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	white	blue	white	right					0	95	95	17									right	0.872334824	885.0894209	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	magenta	magenta	blue	left					0	96	96	121									left	1.476204353	886.5012463	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	white	white	green	left					0	97	97	136									left	0.897549566	888.5203286	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	orange	blue	orange	right					0	98	98	14									right	0.888771745	889.9527121	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	blue	blue	cyan	left					0	99	99	157									left	1.154671492	891.3753031	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	white	yellow	white	right					0	100	100	53									right	0.926182764	893.0677573	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	black	blue	black	right					0	101	101	18									right	1.762928011	894.5349253	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	brown	black	brown	right					0	102	102	108									right	0.772446952	896.8292274	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	brown	yellow	brown	right					0	103	103	52									right	0.724819392	898.1408616	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	cyan	purple	cyan	right					0	104	104	77									right	0.798834602	899.3952025	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	red	red	blue	left					0	105	105	129									left	0.805976154	900.7236529	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	purple	white	purple	right					0	106	106	98									right	0.821265341	902.0602185	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	brown	brown	red	left					0	107	107	117									left	1.942030457	903.4196445	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	yellow	red	yellow	right					0	108	108	4									right	0.745944103	905.895831	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	orange	orange	white	left					0	109	109	207									left	1.349194111	907.1727191	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	blue	red	blue	right					0	110	110	0									right	0.624385813	909.049382	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				yellow	white	white	yellow	left					0	111	111	163									left	0.764881719	910.2210071	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				magenta	white	white	magenta	left					0	112	112	145									left	1.131864433	911.51758	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	orange	orange	brown	left					0	113	113	198									left	1.970999869	913.1827462	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				purple	blue	blue	purple	left					0	114	114	184									left	1.398014206	915.6999767	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	black	black	cyan	left					0	115	115	155									left	0.836848074	917.6288466	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				green	black	green	black	right					0	116	116	27									right	0.830604655	918.995046	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	black	black	orange	left					0	117	117	173									left	0.843787387	920.3656413	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	white	white	blue	left					0	118	118	127									left	0.668414437	921.7416237	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	yellow	yellow	white	left					0	119	119	206									left	0.681175621	922.9842487	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	green	green	orange	left					0	120	120	176									left	0.712367968	924.2095187	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	red	black	red	right					0	121	121	100									right	0.946225447	925.4557853	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	orange	orange	blue	left					0	122	122	124									left	1.806516742	926.9391867	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	magenta	black	magenta	right					0	123	123	103									right	0.69506662	929.2904007	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	white	black	white	right					0	124	124	109									right	0.743224528	930.5063155	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	orange	black	orange	right					0	125	125	106									right	0.996374184	931.7733434	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	magenta	magenta	white	left					0	126	126	204									left	0.732176838	933.3016702	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	blue	cyan	blue	right					0	127	127	47									right	0.691742457	934.5658313	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	magenta	magenta	cyan	left					0	128	128	159									left	0.690456909	935.791458	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	red	white	red	right					0	129	129	91									right	0.919084304	937.0108757	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	yellow	black	yellow	right					0	130	130	105									right	0.754464644	938.463284	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				red	magenta	red	magenta	right					0	131	131	2									right	1.37873355	939.7591942	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				cyan	magenta	cyan	magenta	right					0	132	132	49									right	0.682502556	941.6713648	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	black	black	blue	left					0	133	133	128									left	0.974279231	942.8911935	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				brown	black	black	brown	left					0	134	134	191									left	0.976732567	944.4009215	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	orange	white	orange	right					0	135	135	97									right	0.821778195	945.9077559	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				black	purple	black	purple	right					0	136	136	107									right	0.744408529	947.2734543	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				blue	green	blue	green	right					0	137	137	10									right	0.785590857	948.5523141	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				orange	brown	orange	brown	right					0	138	138	61									right	1.138638625	949.8708837	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
				white	black	white	black	right					0	139	139	90									left	0.962533515	951.5511872	None					md	2	2019_Sep_05_1215	StressSession	03.01.2003	60.02253648
