p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,emotion_trials_p.thisRepN,emotion_trials_p.thisTrialN,emotion_trials_p.thisN,emotion_trials_p.thisIndex,emotion_evaluation_p.thisRepN,emotion_evaluation_p.thisTrialN,emotion_evaluation_p.thisN,emotion_evaluation_p.thisIndex,emotion_trials_n.thisRepN,emotion_trials_n.thisTrialN,emotion_trials_n.thisN,emotion_trials_n.thisIndex,emotion_evaluation_n.thisRepN,emotion_evaluation_n.thisTrialN,emotion_evaluation_n.thisN,emotion_evaluation_n.thisIndex,start_session_three,start_emotion_one,image_emotion_p.started,image_emotion_p.stopped,end_emotion_one,rating_emotion_p_eval_o.response,rating_emotion_p_eval_o.rt,rating_emotion_p_eval_t.response,rating_emotion_p_eval_t.rt,key_resp_cooldown_instructions.keys,key_resp_cooldown_instructions.rt,start_cooldown_measurement,end_cooldown_measurement,rating_cooldown_evaluation.response,rating_cooldown_evaluation.rt,start_emotion_two,image_emotion_n.started,image_emotion_n.stopped,end_emotion_two,rating_emotion_n_eval_o.response,rating_emotion_n_eval_o.rt,text_emotion_n_eval_t.started,text_emotion_n_eval_t.stopped,rating_emotion_n_eval_t.response,rating_emotion_n_eval_t.rt,end_session_three,participant,session,date,expName,psychopyVersion,frameRate,
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,2019-09-28_11:25:28,2019-09-28_11:26:17,62.10457319999114,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2655,boy and dog,.jpg,Resources\Pictures\Positive\2655.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,1,1,16,,,,,,,,,,,,,,,72.0612215999281,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,82.04885549994651,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,4626,marriage scene,.jpg,Resources\Pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,92.03811710001901,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,4,4,13,,,,,,,,,,,,,,,102.03814899991266,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,5831,father and son beach,.jpg,Resources\Pictures\Positive\5831.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,5,5,19,,,,,,,,,,,,,,,112.0631424000021,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,122.05123959993944,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,132.04644049995113,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,8,8,12,,,,,,,,,,,,,,,142.05596269993111,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,7325,girl and watermelon,.jpg,Resources\Pictures\Positive\7325.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,9,9,22,,,,,,,,,,,,,,,152.03902919997927,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,10,10,23,,,,,,,,,,,,,,,162.03730399999768,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,172.06221319991164,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,2332,girl and dog,.jpg,Resources\Pictures\Positive\2332.jpg,800,600,2.1999999999999997,1,"(2.2, 1)",,,,,,,,,,,,0,12,12,14,,,,,,,,,,,,,,,182.0315759999212,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,13,13,4,,,,,,,,,,,,,,,192.0408797999844,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,14,14,3,,,,,,,,,,,,,,,202.03788459999487,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,212.04737349995412,None,,,,,,,,,,,,,,,,,,,,,,,ar,003,2019_Sep_28_1125,EmotionSession,3.2.3,59.8272189575349,
