p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,5833,sunny beach,.jpg,Resources\Pictures\Positive\5833.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,7.98799991607666,7.98799991607666,0.0,5.0,5.0,0.0,3.0920000076293945,3.0920000076293945,0.0,20.0
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,6.406000137329102,6.406000137329102,0.0,7.0,7.0,0.0,10.720999717712402,10.720999717712402,0.0,21.0
Resources\Pictures\,Positive\,7325,girl and watermelon,.jpg,Resources\Pictures\Positive\7325.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,14.63700008392334,14.63700008392334,0.0,4.0,4.0,0.0,7.025000095367432,7.025000095367432,0.0,22.0
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,11.37399959564209,11.37399959564209,0.0,5.0,5.0,0.0,3.6579999923706055,3.6579999923706055,0.0,23.0
Resources\Pictures\,Positive\,8330,women and trophy,.jpg,Resources\Pictures\Positive\8330.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,19.78700065612793,19.78700065612793,0.0,4.0,4.0,0.0,2.2109999656677246,2.2109999656677246,0.0,24.0
Resources\Pictures\,Positive\,8380,team medals,.jpg,Resources\Pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,13.102999687194824,13.102999687194824,0.0,4.0,4.0,0.0,12.786999702453613,12.786999702453613,0.0,25.0
Resources\Pictures\,Positive\,8497,family on rollercoaster,.jpg,Resources\Pictures\Positive\8497.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,6.691999912261963,6.691999912261963,0.0,4.0,4.0,0.0,3.5929999351501465,3.5929999351501465,0.0,26.0
Resources\Pictures\,Positive\,1601,man feeding giraffe,.jpg,Resources\Pictures\Positive\1601.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,5.040999889373779,5.040999889373779,0.0,5.0,5.0,0.0,5.492000102996826,5.492000102996826,0.0,27.0
Resources\Pictures\,Positive\,2005,smiling man,.jpg,Resources\Pictures\Positive\2005.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,9.473999977111816,9.473999977111816,0.0,4.0,4.0,0.0,12.289999961853027,12.289999961853027,0.0,28.0
Resources\Pictures\,Positive\,2010,smiling man 2,.jpg,Resources\Pictures\Positive\2010.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,11.022000312805176,11.022000312805176,0.0,1.0,1.0,0.0,3.049999952316284,3.049999952316284,0.0,29.0
