p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,39.303001403808594,39.303001403808594,0.0,6.0,6.0,0.0,13.105999946594238,13.105999946594238,0.0,0.0
Resources\Pictures\,Positive\,1460,tiger cub,.jpg,Resources\Pictures\Positive\1460.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,8.720999717712402,8.720999717712402,0.0,5.0,5.0,0.0,4.176000118255615,4.176000118255615,0.0,1.0
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,5.610000133514404,5.610000133514404,0.0,7.0,7.0,0.0,3.8949999809265137,3.8949999809265137,0.0,2.0
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,4.311999797821045,4.311999797821045,0.0,7.0,7.0,0.0,2.380000114440918,2.380000114440918,0.0,3.0
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,4.646999835968018,4.646999835968018,0.0,6.0,6.0,0.0,3.380000114440918,3.380000114440918,0.0,4.0
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,8.807999610900879,8.807999610900879,0.0,4.0,4.0,0.0,8.362000465393066,8.362000465393066,0.0,5.0
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,5.242000102996826,5.242000102996826,0.0,4.0,4.0,0.0,1.6799999475479126,1.6799999475479126,0.0,6.0
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,5.460000038146973,5.460000038146973,0.0,6.0,6.0,0.0,3.062000036239624,3.062000036239624,0.0,7.0
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,4.1479997634887695,4.1479997634887695,0.0,6.0,6.0,0.0,3.0160000324249268,3.0160000324249268,0.0,8.0
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,5.695000171661377,5.695000171661377,0.0,7.0,7.0,0.0,6.043000221252441,6.043000221252441,0.0,9.0
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,6.109000205993652,6.109000205993652,0.0,5.0,5.0,0.0,9.27400016784668,9.27400016784668,0.0,10.0
Resources\Pictures\,Positive\,2154,father and son,.jpg,Resources\Pictures\Positive\2154.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,7.861999988555908,7.861999988555908,0.0,5.0,5.0,0.0,3.6480000019073486,3.6480000019073486,0.0,11.0
