p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,51.57699966430664,51.57699966430664,0.0,5.0,5.0,0.0,10.925000190734863,10.925000190734863,0.0,0.0
Resources\Pictures\,Positive\,1460,tiger cub,.jpg,Resources\Pictures\Positive\1460.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,12.383999824523926,12.383999824523926,0.0,4.0,4.0,0.0,4.956999778747559,4.956999778747559,0.0,1.0
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,14.03600025177002,14.03600025177002,0.0,6.0,6.0,0.0,3.927000045776367,3.927000045776367,0.0,2.0
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,9.039999961853027,9.039999961853027,0.0,6.0,6.0,0.0,2.062999963760376,2.062999963760376,0.0,3.0
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,9.774999618530273,9.774999618530273,0.0,6.0,6.0,0.0,4.978000164031982,4.978000164031982,0.0,4.0
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,7.14300012588501,7.14300012588501,0.0,4.0,4.0,0.0,3.0789999961853027,3.0789999961853027,0.0,5.0
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,7.359000205993652,7.359000205993652,0.0,5.0,5.0,0.0,3.7109999656677246,3.7109999656677246,0.0,6.0
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,7.426000118255615,7.426000118255615,0.0,4.0,4.0,0.0,1.7300000190734863,1.7300000190734863,0.0,7.0
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,3.9660000801086426,3.9660000801086426,0.0,4.0,4.0,0.0,0.9660000205039978,0.9660000205039978,0.0,8.0
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,4.8460001945495605,4.8460001945495605,0.0,5.0,5.0,0.0,6.895999908447266,6.895999908447266,0.0,9.0
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,8.241999626159668,8.241999626159668,0.0,5.0,5.0,0.0,4.179999828338623,4.179999828338623,0.0,10.0
Resources\Pictures\,Positive\,2154,father and son,.jpg,Resources\Pictures\Positive\2154.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,10.925000190734863,10.925000190734863,0.0,5.0,5.0,0.0,2.7149999141693115,2.7149999141693115,0.0,11.0
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,7.0,7.0,0.0,5.946000099182129,5.946000099182129,0.0,6.0,6.0,0.0,3.2990000247955322,3.2990000247955322,0.0,12.0
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,6.0,6.0,0.0,3.861999988555908,3.861999988555908,0.0,5.0,5.0,0.0,3.5299999713897705,3.5299999713897705,0.0,13.0
Resources\Pictures\,Positive\,2332,girl and dog,.jpg,Resources\Pictures\Positive\2332.jpg,800,600,2.1999999999999997,1,"(2.2, 1)",1.0,4.0,4.0,0.0,5.798999786376953,5.798999786376953,0.0,4.0,4.0,0.0,3.569000005722046,3.569000005722046,0.0,14.0
Resources\Pictures\,Positive\,2550,happy elderly couple,.jpg,Resources\Pictures\Positive\2550.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,6.690000057220459,6.690000057220459,0.0,6.0,6.0,0.0,5.040999889373779,5.040999889373779,0.0,15.0
Resources\Pictures\,Positive\,2655,boy and dog,.jpg,Resources\Pictures\Positive\2655.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,5.24399995803833,5.24399995803833,0.0,5.0,5.0,0.0,1.2970000505447388,1.2970000505447388,0.0,16.0
Resources\Pictures\,Positive\,4626,marriage scene,.jpg,Resources\Pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,5.1620001792907715,5.1620001792907715,0.0,4.0,4.0,0.0,5.061999797821045,5.061999797821045,0.0,17.0
Resources\Pictures\,Positive\,5760,flowers,.jpg,Resources\Pictures\Positive\5760.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,10.0,10.0,0.0,6.873000144958496,6.873000144958496,0.0,7.0,7.0,0.0,13.201000213623047,13.201000213623047,0.0,18.0
Resources\Pictures\,Positive\,5831,father and son beach,.jpg,Resources\Pictures\Positive\5831.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,8.0,8.0,0.0,9.288999557495117,9.288999557495117,0.0,6.0,6.0,0.0,5.89300012588501,5.89300012588501,0.0,19.0
Resources\Pictures\,Positive\,5833,sunny beach,.jpg,Resources\Pictures\Positive\5833.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,6.308000087738037,6.308000087738037,0.0,4.0,4.0,0.0,1.3639999628067017,1.3639999628067017,0.0,20.0
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,6.909999847412109,6.909999847412109,0.0,7.0,7.0,0.0,4.327000141143799,4.327000141143799,0.0,21.0
Resources\Pictures\,Positive\,7325,girl and watermelon,.jpg,Resources\Pictures\Positive\7325.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,4.395999908447266,4.395999908447266,0.0,5.0,5.0,0.0,4.910999774932861,4.910999774932861,0.0,22.0
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,8.840999603271484,8.840999603271484,0.0,6.0,6.0,0.0,6.460000038146973,6.460000038146973,0.0,23.0
Resources\Pictures\,Positive\,8330,women and trophy,.jpg,Resources\Pictures\Positive\8330.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1.0,1.0,0.0,8.107000350952148,8.107000350952148,0.0,4.0,4.0,0.0,3.5969998836517334,3.5969998836517334,0.0,24.0
Resources\Pictures\,Positive\,8380,team medals,.jpg,Resources\Pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,4.210000038146973,4.210000038146973,0.0,5.0,5.0,0.0,3.4790000915527344,3.4790000915527344,0.0,25.0
Resources\Pictures\,Positive\,8497,family on rollercoaster,.jpg,Resources\Pictures\Positive\8497.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,6.5929999351501465,6.5929999351501465,0.0,4.0,4.0,0.0,4.163000106811523,4.163000106811523,0.0,26.0
Resources\Pictures\,Positive\,1601,man feeding giraffe,.jpg,Resources\Pictures\Positive\1601.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,9.0,9.0,0.0,6.644000053405762,6.644000053405762,0.0,6.0,6.0,0.0,5.328000068664551,5.328000068664551,0.0,27.0
Resources\Pictures\,Positive\,2005,smiling man,.jpg,Resources\Pictures\Positive\2005.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,7.1620001792907715,7.1620001792907715,0.0,4.0,4.0,0.0,3.3320000171661377,3.3320000171661377,0.0,28.0
Resources\Pictures\,Positive\,2010,smiling man 2,.jpg,Resources\Pictures\Positive\2010.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,4.693999767303467,4.693999767303467,0.0,4.0,4.0,0.0,1.3650000095367432,1.3650000095367432,0.0,29.0
Resources\Pictures\,Positive\,2058,baby holding hand,.jpg,Resources\Pictures\Positive\2058.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,2.0,2.0,0.0,4.445000171661377,4.445000171661377,0.0,4.0,4.0,0.0,1.3819999694824219,1.3819999694824219,0.0,30.0
Resources\Pictures\,Positive\,2071,baby smiling,.jpg,Resources\Pictures\Positive\2071.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,3.0,3.0,0.0,4.7789998054504395,4.7789998054504395,0.0,4.0,4.0,0.0,1.1139999628067017,1.1139999628067017,0.0,31.0

extraInfo
participant,pg
session,003
date,2019_Sep_26_1159
expName,EmotionSession
psychopyVersion,3.1.3
frameRate,59.94692700993854
