WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,n,key_resp_part_two_meas.keys_raw,key_resp_part_two_meas.rt_mean,key_resp_part_two_meas.rt_raw,key_resp_part_two_meas.rt_std,key_resp_part_two_meas.started_mean,key_resp_part_two_meas.started_raw,key_resp_part_two_meas.started_std,key_resp_part_two_meas.stopped_raw,order
red,blue,red,blue,right,1.0,'right',1.5507385730743408,1.5507385730743408,0.0,666.9138793945312,666.9138793945312,0.0,,5.0
red,green,red,green,right,1.0,'right',0.7518194913864136,0.7518194913864136,0.0,992.05712890625,992.05712890625,0.0,,211.0
red,magenta,red,magenta,right,1.0,'right',0.551911473274231,0.551911473274231,0.0,966.0969848632812,966.0969848632812,0.0,,191.0
red,cyan,red,cyan,right,1.0,'right',0.6981217265129089,0.6981217265129089,0.0,951.6471557617188,951.6471557617188,0.0,,181.0
red,yellow,red,yellow,right,1.0,'right',1.5186522006988525,1.5186522006988525,0.0,773.3306884765625,773.3306884765625,0.0,,62.0
red,orange,red,orange,right,1.0,'right',1.390857219696045,1.390857219696045,0.0,694.8578491210938,694.8578491210938,0.0,,19.0
red,purple,red,purple,right,1.0,'right',0.6603924036026001,0.6603924036026001,0.0,840.5243530273438,840.5243530273438,0.0,,103.0
red,brown,red,brown,right,1.0,'right',1.2949702739715576,1.2949702739715576,0.0,771.506103515625,771.506103515625,0.0,,61.0
red,white,red,white,right,1.0,'right',1.0145143270492554,1.0145143270492554,0.0,777.1062622070312,777.1062622070312,0.0,,64.0
red,black,red,black,right,1.0,'right',0.9774770140647888,0.9774770140647888,0.0,761.3434448242188,761.3434448242188,0.0,,56.0
blue,green,blue,green,right,1.0,'right',1.1502093076705933,1.1502093076705933,0.0,807.1304931640625,807.1304931640625,0.0,,82.0
blue,magenta,blue,magenta,right,1.0,'right',1.2510095834732056,1.2510095834732056,0.0,673.117431640625,673.117431640625,0.0,,8.0
blue,cyan,blue,cyan,right,1.0,'right',0.675981879234314,0.675981879234314,0.0,1000.788818359375,1000.788818359375,0.0,,217.0
blue,yellow,blue,yellow,right,1.0,'right',1.1528325080871582,1.1528325080871582,0.0,726.3040161132812,726.3040161132812,0.0,,36.0
blue,orange,blue,orange,right,1.0,'right',0.8734564781188965,0.8734564781188965,0.0,780.0244750976562,780.0244750976562,0.0,,66.0
blue,purple,blue,purple,right,1.0,'right',0.7791460752487183,0.7791460752487183,0.0,864.8934326171875,864.8934326171875,0.0,,121.0
blue,brown,blue,brown,right,1.0,'right',1.2469098567962646,1.2469098567962646,0.0,792.6896362304688,792.6896362304688,0.0,,74.0
blue,white,blue,white,right,1.0,'right',0.5728952884674072,0.5728952884674072,0.0,885.0198974609375,885.0198974609375,0.0,,137.0
blue,black,blue,black,right,1.0,'right',1.078522801399231,1.078522801399231,0.0,756.5300903320312,756.5300903320312,0.0,,53.0
blue,red,blue,red,right,1.0,'right',0.9170590043067932,0.9170590043067932,0.0,762.8598022460938,762.8598022460938,0.0,,57.0
green,magenta,green,magenta,right,1.0,'right',1.0571341514587402,1.0571341514587402,0.0,718.91162109375,718.91162109375,0.0,,32.0
green,cyan,green,cyan,right,1.0,'right',0.5583083033561707,0.5583083033561707,0.0,888.5310668945312,888.5310668945312,0.0,,140.0
green,yellow,green,yellow,right,1.0,'right',1.1756482124328613,1.1756482124328613,0.0,775.3851318359375,775.3851318359375,0.0,,63.0
green,orange,green,orange,right,1.0,'right',0.9244765043258667,0.9244765043258667,0.0,818.1810302734375,818.1810302734375,0.0,,88.0
green,purple,green,purple,right,1.0,'right',1.4482126235961914,1.4482126235961914,0.0,702.4246826171875,702.4246826171875,0.0,,23.0
green,brown,green,brown,right,1.0,'right',1.0081180334091187,1.0081180334091187,0.0,734.7206420898438,734.7206420898438,0.0,,40.0
green,white,green,white,right,1.0,'right',1.0414454936981201,1.0414454936981201,0.0,935.4634399414062,935.4634399414062,0.0,,171.0
green,black,green,black,right,1.0,'right',0.7940976023674011,0.7940976023674011,0.0,859.2308349609375,859.2308349609375,0.0,,117.0
green,red,green,red,right,1.0,'right',1.0011688470840454,1.0011688470840454,0.0,713.8313598632812,713.8313598632812,0.0,,29.0
green,blue,green,blue,right,1.0,'right',0.8007618188858032,0.8007618188858032,0.0,986.9523315429688,986.9523315429688,0.0,,207.0
magenta,cyan,magenta,cyan,right,1.0,'right',0.7307795882225037,0.7307795882225037,0.0,876.1898193359375,876.1898193359375,0.0,,130.0
magenta,yellow,magenta,yellow,right,1.0,'right',0.60068678855896,0.60068678855896,0.0,870.4398193359375,870.4398193359375,0.0,,125.0
magenta,orange,magenta,orange,right,1.0,'right',0.588696300983429,0.588696300983429,0.0,875.0599975585938,875.0599975585938,0.0,,129.0
magenta,purple,magenta,purple,right,1.0,'right',1.483654260635376,1.483654260635376,0.0,749.8377685546875,749.8377685546875,0.0,,49.0
magenta,brown,magenta,brown,right,1.0,'right',1.1817271709442139,1.1817271709442139,0.0,754.802978515625,754.802978515625,0.0,,52.0
magenta,white,magenta,white,right,1.0,'right',1.02260160446167,1.02260160446167,0.0,738.1541137695312,738.1541137695312,0.0,,42.0
magenta,black,magenta,black,right,1.0,'left',1.4384452104568481,1.4384452104568481,0.0,911.9793090820312,911.9793090820312,0.0,,157.0
magenta,red,magenta,red,right,1.0,'right',0.5885369181632996,0.5885369181632996,0.0,872.6761474609375,872.6761474609375,0.0,,127.0
magenta,blue,magenta,blue,right,1.0,'right',0.9394841194152832,0.9394841194152832,0.0,937.0612182617188,937.0612182617188,0.0,,172.0
magenta,green,magenta,green,right,1.0,'right',1.095228910446167,1.095228910446167,0.0,739.7059326171875,739.7059326171875,0.0,,43.0
cyan,yellow,cyan,yellow,right,1.0,'right',0.930449903011322,0.930449903011322,0.0,847.9821166992188,847.9821166992188,0.0,,109.0
cyan,orange,cyan,orange,right,1.0,'right',1.1825242042541504,1.1825242042541504,0.0,798.1062622070312,798.1062622070312,0.0,,77.0
cyan,purple,cyan,purple,right,1.0,'right',1.3013869524002075,1.3013869524002075,0.0,955.6514892578125,955.6514892578125,0.0,,184.0
cyan,brown,cyan,brown,right,1.0,'right',0.710155725479126,0.710155725479126,0.0,959.20263671875,959.20263671875,0.0,,186.0
cyan,white,cyan,white,right,1.0,'right',1.2491297721862793,1.2491297721862793,0.0,921.591796875,921.591796875,0.0,,162.0
cyan,black,cyan,black,right,1.0,'left',0.6232922077178955,0.6232922077178955,0.0,846.8261108398438,846.8261108398438,0.0,,108.0
cyan,red,cyan,red,right,1.0,'right',0.7375335097312927,0.7375335097312927,0.0,842.943115234375,842.943115234375,0.0,,105.0
cyan,blue,cyan,blue,right,1.0,'right',1.1845295429229736,1.1845295429229736,0.0,678.8482055664062,678.8482055664062,0.0,,11.0
cyan,green,cyan,green,right,1.0,'right',0.8952574729919434,0.8952574729919434,0.0,952.8974609375,952.8974609375,0.0,,182.0
cyan,magenta,cyan,magenta,right,1.0,'right',0.7263879776000977,0.7263879776000977,0.0,990.7872924804688,990.7872924804688,0.0,,210.0
yellow,orange,yellow,orange,right,1.0,'left',1.6943141222000122,1.6943141222000122,0.0,660.9462890625,660.9462890625,0.0,,2.0
yellow,purple,yellow,purple,right,1.0,'right',1.3281883001327515,1.3281883001327515,0.0,665.04833984375,665.04833984375,0.0,,4.0
yellow,brown,yellow,brown,right,1.0,'right',1.3703075647354126,1.3703075647354126,0.0,799.8390502929688,799.8390502929688,0.0,,78.0
yellow,white,yellow,white,right,1.0,'right',0.9127793908119202,0.9127793908119202,0.0,758.1679077148438,758.1679077148438,0.0,,54.0
yellow,black,yellow,black,right,1.0,'right',0.9064977169036865,0.9064977169036865,0.0,748.3826904296875,748.3826904296875,0.0,,48.0
yellow,red,yellow,red,right,1.0,'right',1.246789813041687,1.246789813041687,0.0,794.489990234375,794.489990234375,0.0,,75.0
yellow,blue,yellow,blue,right,1.0,'right',1.1993776559829712,1.1993776559829712,0.0,866.2252807617188,866.2252807617188,0.0,,122.0
yellow,green,yellow,green,right,1.0,'right',0.7821142077445984,0.7821142077445984,0.0,862.1386108398438,862.1386108398438,0.0,,119.0
yellow,magenta,yellow,magenta,right,1.0,'left',0.4776886999607086,0.4776886999607086,0.0,893.4032592773438,893.4032592773438,0.0,,144.0
