start_session_one,start_baseline_measurement,end_baseline_measurement,rating_baseline.response,rating_baseline.rt,end_session_one,participant,session,date,expName,psychopyVersion,frameRate,
2019-09-24_16:29:33,2019-09-24_16:31:44,2019-09-24_16:36:44,2,59.617,,lp,001,2019_Sep_24_1629,StartingSession,3.2.3,60.01453553337424,
,,,,,2019-09-24_16:37:48,,,,,,,
