start_session_one,start_baseline_measurement,end_baseline_measurement,rating_baseline.response,rating_baseline.rt,end_session_one,participant,session,date,expName,psychopyVersion,frameRate,
2019-09-23_17:45:02,2019-09-23_17:47:19,2019-09-23_17:52:19,2,85.777,,fw,001,2019_Sep_23_1745,StartingSession,3.2.3,60.00531646611514,
,,,,,2019-09-23_17:53:47,,,,,,,
