WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,n,key_resp_part_two_meas.keys_raw,key_resp_part_two_meas.rt_mean,key_resp_part_two_meas.rt_raw,key_resp_part_two_meas.rt_std,key_resp_part_two_meas.started_mean,key_resp_part_two_meas.started_raw,key_resp_part_two_meas.started_std,key_resp_part_two_meas.stopped_raw,order
red,blue,red,blue,right,1.0,'right',2.6502106189727783,2.6502106189727783,0.0,861.0647583007812,861.0647583007812,0.0,,55.0
red,green,red,green,right,1.0,'right',1.4335474967956543,1.4335474967956543,0.0,820.5218505859375,820.5218505859375,0.0,,33.0
red,magenta,red,magenta,right,1.0,'right',0.703601062297821,0.703601062297821,0.0,1135.3154296875,1135.3154296875,0.0,,196.0
red,cyan,red,cyan,right,1.0,'right',1.039921522140503,1.039921522140503,0.0,875.84326171875,875.84326171875,0.0,,61.0
red,yellow,red,yellow,right,1.0,'right',0.6935133934020996,0.6935133934020996,0.0,1087.4693603515625,1087.4693603515625,0.0,,170.0
red,orange,red,orange,right,1.0,'right',0.6860518455505371,0.6860518455505371,0.0,1151.9173583984375,1151.9173583984375,0.0,,208.0
red,purple,red,purple,right,1.0,'right',0.7267507314682007,0.7267507314682007,0.0,1153.1241455078125,1153.1241455078125,0.0,,209.0
red,brown,red,brown,right,1.0,'left',1.2022426128387451,1.2022426128387451,0.0,947.2166137695312,947.2166137695312,0.0,,96.0
red,white,red,white,right,1.0,'right',0.954866349697113,0.954866349697113,0.0,985.9524536132812,985.9524536132812,0.0,,119.0
red,black,red,black,right,1.0,'left',0.9447590112686157,0.9447590112686157,0.0,1146.1065673828125,1146.1065673828125,0.0,,204.0
blue,green,blue,green,right,1.0,'right',1.871269941329956,1.871269941329956,0.0,894.3319091796875,894.3319091796875,0.0,,69.0
blue,magenta,blue,magenta,right,1.0,'right',1.2841770648956299,1.2841770648956299,0.0,874.03125,874.03125,0.0,,60.0
blue,cyan,blue,cyan,right,1.0,'right',1.5004253387451172,1.5004253387451172,0.0,879.5986938476562,879.5986938476562,0.0,,63.0
blue,yellow,blue,yellow,right,1.0,'right',3.3605844974517822,3.3605844974517822,0.0,1064.8427734375,1064.8427734375,0.0,,159.0
blue,orange,blue,orange,right,1.0,'right',1.7194637060165405,1.7194637060165405,0.0,981.87548828125,981.87548828125,0.0,,117.0
blue,purple,blue,purple,right,1.0,'right',0.9935428500175476,0.9935428500175476,0.0,1038.4818115234375,1038.4818115234375,0.0,,144.0
blue,brown,blue,brown,right,1.0,'right',1.1903129816055298,1.1903129816055298,0.0,933.964599609375,933.964599609375,0.0,,88.0
blue,white,blue,white,right,1.0,'right',1.023431658744812,1.023431658744812,0.0,828.9237670898438,828.9237670898438,0.0,,37.0
blue,black,blue,black,right,1.0,'right',1.6651840209960938,1.6651840209960938,0.0,877.409912109375,877.409912109375,0.0,,62.0
blue,red,blue,red,right,1.0,'right',1.3207120895385742,1.3207120895385742,0.0,827.0827026367188,827.0827026367188,0.0,,36.0
green,magenta,green,magenta,right,1.0,'right',1.0799198150634766,1.0799198150634766,0.0,973.8834838867188,973.8834838867188,0.0,,112.0
green,cyan,green,cyan,right,1.0,'right',1.1138551235198975,1.1138551235198975,0.0,928.6734619140625,928.6734619140625,0.0,,85.0
green,yellow,green,yellow,right,1.0,'left',0.7507161498069763,0.7507161498069763,0.0,997.3807373046875,997.3807373046875,0.0,,126.0
green,orange,green,orange,right,1.0,'right',1.8089455366134644,1.8089455366134644,0.0,850.6181640625,850.6181640625,0.0,,49.0
green,purple,green,purple,right,1.0,'right',1.2937825918197632,1.2937825918197632,0.0,984.1256103515625,984.1256103515625,0.0,,118.0
green,brown,green,brown,right,1.0,'right',1.549570083618164,1.549570083618164,0.0,1024.3258056640625,1024.3258056640625,0.0,,136.0
green,white,green,white,right,1.0,'right',1.3653157949447632,1.3653157949447632,0.0,1085.5736083984375,1085.5736083984375,0.0,,169.0
green,black,green,black,right,1.0,'right',1.9710272550582886,1.9710272550582886,0.0,1094.2882080078125,1094.2882080078125,0.0,,174.0
green,red,green,red,right,1.0,'right',1.1820919513702393,1.1820919513702393,0.0,1027.9808349609375,1027.9808349609375,0.0,,138.0
green,blue,green,blue,right,1.0,'right',0.7855948805809021,0.7855948805809021,0.0,970.7853393554688,970.7853393554688,0.0,,110.0
magenta,cyan,magenta,cyan,right,1.0,'right',0.8121028542518616,0.8121028542518616,0.0,1109.311279296875,1109.311279296875,0.0,,181.0
magenta,yellow,magenta,yellow,right,1.0,'right',1.808860182762146,1.808860182762146,0.0,1090.0745849609375,1090.0745849609375,0.0,,172.0
magenta,orange,magenta,orange,right,1.0,'right',1.069440484046936,1.069440484046936,0.0,959.7654418945312,959.7654418945312,0.0,,103.0
magenta,purple,magenta,purple,right,1.0,'right',4.271213531494141,4.271213531494141,0.0,889.524169921875,889.524169921875,0.0,,68.0
magenta,brown,magenta,brown,right,1.0,'right',1.4827097654342651,1.4827097654342651,0.0,836.2164916992188,836.2164916992188,0.0,,41.0
magenta,white,magenta,white,right,1.0,'right',1.0884513854980469,1.0884513854980469,0.0,1116.571044921875,1116.571044921875,0.0,,184.0
magenta,black,magenta,black,right,1.0,'right',1.4115267992019653,1.4115267992019653,0.0,1125.8798828125,1125.8798828125,0.0,,190.0
magenta,red,magenta,red,right,1.0,'right',1.253274917602539,1.253274917602539,0.0,801.0061645507812,801.0061645507812,0.0,,23.0
magenta,blue,magenta,blue,right,1.0,'right',1.2209314107894897,1.2209314107894897,0.0,948.9581909179688,948.9581909179688,0.0,,97.0
