p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,emotion_trials_p.thisRepN,emotion_trials_p.thisTrialN,emotion_trials_p.thisN,emotion_trials_p.thisIndex,emotion_evaluation_p.thisRepN,emotion_evaluation_p.thisTrialN,emotion_evaluation_p.thisN,emotion_evaluation_p.thisIndex,emotion_trials_n.thisRepN,emotion_trials_n.thisTrialN,emotion_trials_n.thisN,emotion_trials_n.thisIndex,emotion_evaluation_n.thisRepN,emotion_evaluation_n.thisTrialN,emotion_evaluation_n.thisN,emotion_evaluation_n.thisIndex,start_session_three,start_emotion_one,image_emotion_p.started,image_emotion_p.stopped,end_emotion_one,rating_emotion_p_eval_o.response,rating_emotion_p_eval_o.rt,rating_emotion_p_eval_t.response,rating_emotion_p_eval_t.rt,key_resp_cooldown_instructions.keys,key_resp_cooldown_instructions.rt,start_cooldown_measurement,end_cooldown_measurement,rating_cooldown_evaluation.response,rating_cooldown_evaluation.rt,start_emotion_two,image_emotion_n.started,image_emotion_n.stopped,end_emotion_two,rating_emotion_n_eval_o.response,rating_emotion_n_eval_o.rt,text_emotion_n_eval_t.started,text_emotion_n_eval_t.stopped,rating_emotion_n_eval_t.response,rating_emotion_n_eval_t.rt,end_session_three,participant,session,date,expName,psychopyVersion,frameRate,
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,2019-09-25_10:17:47,2019-09-25_10:19:48,133.26552447999984,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,143.1679428266666,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2071,baby smiling,.jpg,Resources\Pictures\Positive\2071.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,2,2,31,,,,,,,,,,,,,,,153.15893503999996,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2005,smiling man,.jpg,Resources\Pictures\Positive\2005.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,3,3,28,,,,,,,,,,,,,,,163.14965674666655,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2332,girl and dog,.jpg,Resources\Pictures\Positive\2332.jpg,800,600,2.1999999999999997,1,"(2.2, 1)",,,,,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,173.13510528000006,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,8330,women and trophy,.jpg,Resources\Pictures\Positive\8330.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,5,5,24,,,,,,,,,,,,,,,183.1393497600002,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,6,6,23,,,,,,,,,,,,,,,193.13498026666684,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,203.1233565866669,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2058,baby holding hand,.jpg,Resources\Pictures\Positive\2058.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,8,8,30,,,,,,,,,,,,,,,213.11124181333344,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,,223.10902016,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,233.09943722666685,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,11,11,21,,,,,,,,,,,,,,,243.09190101333343,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,12,12,8,,,,,,,,,,,,,,,253.07221247999996,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,263.07462442666656,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,14,14,5,,,,,,,,,,,,,,,273.06009557333346,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,283.0479564799998,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,5833,sunny beach,.jpg,Resources\Pictures\Positive\5833.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,293.05066325333337,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,8497,family on rollercoaster,.jpg,Resources\Pictures\Positive\8497.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,17,17,26,,,,,,,,,,,,,,,303.03450496000005,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1601,man feeding giraffe,.jpg,Resources\Pictures\Positive\1601.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,,313.0289544533334,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,4626,marriage scene,.jpg,Resources\Pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,19,19,17,,,,,,,,,,,,,,,323.0224819199998,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,7325,girl and watermelon,.jpg,Resources\Pictures\Positive\7325.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,20,20,22,,,,,,,,,,,,,,,333.01377194666657,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,21,21,4,,,,,,,,,,,,,,,343.00309546666676,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,22,22,0,,,,,,,,,,,,,,,352.9956185599999,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,23,23,10,,,,,,,,,,,,,,,362.98762282666667,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,8380,team medals,.jpg,Resources\Pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,24,24,25,,,,,,,,,,,,,,,372.9858572799999,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2550,happy elderly couple,.jpg,Resources\Pictures\Positive\2550.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,25,25,15,,,,,,,,,,,,,,,382.97636053333326,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
Resources\Pictures\,Positive\,2010,smiling man 2,.jpg,Resources\Pictures\Positive\2010.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,26,26,29,,,,,,,,,,,,,,,392.9603003733332,None,,,,,,,,,,,,,,,,,,,,,,,mb,003,2019_Sep_25_1017,EmotionSession,3.1.3,60.04396178714987,
