start_session_one,start_baseline_measurement,end_baseline_measurement,rating_baseline.response,rating_baseline.rt,end_session_one,participant,session,date,expName,psychopyVersion,frameRate,
2019-09-25_09:42:18,2019-09-25_09:44:02,2019-09-25_09:49:02,2,66.479,,mb,001,2019_Sep_25_0942,StartingSession,3.1.3,60.03504125288392,
,,,,,2019-09-25_09:50:12,,,,,,,
