p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,emotion_trials_p.thisRepN,emotion_trials_p.thisTrialN,emotion_trials_p.thisN,emotion_trials_p.thisIndex,emotion_evaluation_p.thisRepN,emotion_evaluation_p.thisTrialN,emotion_evaluation_p.thisN,emotion_evaluation_p.thisIndex,emotion_trials_n.thisRepN,emotion_trials_n.thisTrialN,emotion_trials_n.thisN,emotion_trials_n.thisIndex,emotion_evaluation_n.thisRepN,emotion_evaluation_n.thisTrialN,emotion_evaluation_n.thisN,emotion_evaluation_n.thisIndex,start_session_three,start_emotion_one,image_emotion_p.started,image_emotion_p.stopped,end_emotion_one,rating_emotion_p_eval_o.response,rating_emotion_p_eval_o.rt,rating_emotion_p_eval_t.response,rating_emotion_p_eval_t.rt,key_resp_cooldown_instructions.keys,key_resp_cooldown_instructions.rt,start_cooldown_measurement,end_cooldown_measurement,rating_cooldown_evaluation.response,rating_cooldown_evaluation.rt,start_emotion_two,image_emotion_n.started,image_emotion_n.stopped,end_emotion_two,rating_emotion_n_eval_o.response,rating_emotion_n_eval_o.rt,text_emotion_n_eval_t.started,text_emotion_n_eval_t.stopped,rating_emotion_n_eval_t.response,rating_emotion_n_eval_t.rt,end_session_three,participant,session,date,expName,psychopyVersion,frameRate,
Resources\Pictures\,Positive\,7502,disney land,.jpg,Resources\Pictures\Positive\7502.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,0,0,23,,,,,,,,,,,,,2019-09-05_12:41:35,2019-09-05_12:42:32,79.754186030239,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,2058,baby holding hand,.jpg,Resources\Pictures\Positive\2058.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,89.6732344944935,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,2071,baby smiling,.jpg,Resources\Pictures\Positive\2071.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,2,2,31,,,,,,,,,,,,,,,99.66429027352797,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,109.6585622686398,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,8380,team medals,.jpg,Resources\Pictures\Positive\8380.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,4,4,25,,,,,,,,,,,,,,,119.65671736039894,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,1601,man feeding giraffe,.jpg,Resources\Pictures\Positive\1601.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,5,5,27,,,,,,,,,,,,,,,129.6479937262884,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,139.63069621819432,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,149.6282416027666,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,1340,women and parrots,.jpg,Resources\Pictures\Positive\1340.jpg,1024,768,1.9,1,"(1.9, 1)",,,,,,,,,,,,0,8,8,21,,,,,,,,,,,,,,,159.62394634576776,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,,169.61745119355874,None,,,,,,,,,,,,,,,,,,,,,,,md,003,2019_Sep_05_1241,EmotionSession,3.1.3,60.009627152671236,
