text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.166389699996216,None,8.166389699996216,None,31.78571309999097,None,16.285950499994215,21.283538699994097,21.790687400003662,None,,,,,,,
