text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.248451999999816,None,6.248451999999816,None,31.0669435000018,None,13.565265099998214,19.56314709999424,20.073615700006485,None,,,,,,,
