text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.903917699994054,None,5.903917699994054,None,15.620159199999762,15.620159199999762,,,,,,,
