text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.369500799992238,None,8.369500799992238,None,10.546673899996676,None,,,,,,,
