text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,text_baseline_end.started,text_baseline_end.stopped,text_baseline_end_instructions.started,text_baseline_end_instructions.stopped,text_stress_screen_title.started,text_stress_screen_title.stopped,text_stress_screen.started,text_stress_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.097106000001077,None,6.097106000001077,None,43.20404319999216,None,12.830844800002524,17.82792879999033,18.337321700004395,None,28.833572899995488,None,34.3288365000044,None,34.3288365000044,None,38.206143599993084,None,38.206143599993084,None,,,,,,,
