text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,text_baseline_end.started,text_baseline_end.stopped,text_baseline_end_instructions.started,text_baseline_end_instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.456238799990388,None,7.456238799990388,None,47.982864799996605,None,14.956619499993394,19.954354100002092,20.462745600001654,None,30.953141199992388,None,36.45287880000251,None,36.45287880000251,None,,,,,,,
