text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.3826751000015065,None,5.3826751000015065,None,12.90781929998775,12.90781929998775,,,,,,,
