text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.476013799998327,None,5.476013799998327,None,29.84791139999288,29.84791139999288,13.343417500000214,23.3430842999951,23.847841999988304,None,,,,,,,
