text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.438613800011808,None,5.438613800011808,None,13.194086700008484,13.194086700008484,,,,,,,
