Tick,Color,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,participant,session,date,expName,psychopyVersion,frameRate,
246,red,0,245,245,245,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
247,red,0,246,246,246,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
248,red,0,247,247,247,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
249,red,0,248,248,248,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
250,red,0,249,249,249,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
251,red,0,250,250,250,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
252,red,0,251,251,251,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
253,red,0,252,252,252,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
254,red,0,253,253,253,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
255,red,0,254,254,254,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
256,red,0,255,255,255,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
257,red,0,256,256,256,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
258,red,0,257,257,257,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
259,red,0,258,258,258,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
260,red,0,259,259,259,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
261,red,0,260,260,260,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
262,red,0,261,261,261,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
263,red,0,262,262,262,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
264,red,0,263,263,263,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
265,red,0,264,264,264,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
266,red,0,265,265,265,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
267,red,0,266,266,266,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
268,red,0,267,267,267,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
269,red,0,268,268,268,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
270,red,0,269,269,269,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
271,red,0,270,270,270,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
272,red,0,271,271,271,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
273,red,0,272,272,272,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
274,red,0,273,273,273,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
275,red,0,274,274,274,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
276,red,0,275,275,275,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
277,red,0,276,276,276,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
278,red,0,277,277,277,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
279,red,0,278,278,278,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
280,red,0,279,279,279,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
281,red,0,280,280,280,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
282,red,0,281,281,281,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
283,red,0,282,282,282,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
284,red,0,283,283,283,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
285,red,0,284,284,284,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
286,red,0,285,285,285,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
287,red,0,286,286,286,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
288,red,0,287,287,287,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
289,red,0,288,288,288,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
290,red,0,289,289,289,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
291,red,0,290,290,290,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
292,red,0,291,291,291,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
293,red,0,292,292,292,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
294,red,0,293,293,293,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
295,red,0,294,294,294,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
296,red,0,295,295,295,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
