text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.090650500002084,None,7.090650500002084,None,15.59497890000057,15.59497890000057,,,,,,,
