text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.744546100002481,None,5.744546100002481,None,29.72955770000408,29.72955770000408,13.22756610000215,18.224220500007505,18.732511100010015,None,,,,,,,
