text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_screen_title.started,text_baseline_screen_title.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.947458499998902,None,5.947458499998902,None,23.38702039999771,23.38702039999771,17.385986900000717,None,17.385986900000717,None,,,,,,,
