text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.310579299999517,None,5.310579299999517,None,,,,,,,
