text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.874672599995392,None,7.874672599995392,None,,,,,,,
