text_welcome_screen.started,text_welcome_screen.stopped,text_instructions_welcome_screen.started,text_instructions_welcome_screen.stopped,text_blank_screen.started,text_blank_screen.stopped,text_baseline_instructions.started,text_baseline_instructions.stopped,text_baseline_countdown.started,text_baseline_countdown.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,text_baseline_end.started,text_baseline_end.stopped,text_baseline_end_instructions.started,text_baseline_end_instructions.stopped,text_stress_screen_title.started,text_stress_screen_title.stopped,text_stress_screen.started,text_stress_screen.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.926647300002514,None,5.926647300002514,None,46.65351999999257,46.65351999999257,13.30830689999857,18.308633499997086,18.808628200000385,None,29.308018199997605,None,34.80071060000046,None,34.80071060000046,None,37.653723600000376,None,37.653723600000376,None,43.15551539999433,None,,,,,,,
