text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
9.759114499989664,None,space,1.3733279000152834,9.759114499989664,None,,,ll,001,,2019_Aug_26_2033,MTEC_paradigm,3.1.3,148.08343021235422,
,,,,,,11.140200499998173,None,,,,,,,,
