p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,rating_emotion_p_eval_o.response_mean,rating_emotion_p_eval_o.response_raw,rating_emotion_p_eval_o.response_std,rating_emotion_p_eval_o.rt_mean,rating_emotion_p_eval_o.rt_raw,rating_emotion_p_eval_o.rt_std,rating_emotion_p_eval_t.response_mean,rating_emotion_p_eval_t.response_raw,rating_emotion_p_eval_t.response_std,rating_emotion_p_eval_t.rt_mean,rating_emotion_p_eval_t.rt_raw,rating_emotion_p_eval_t.rt_std,order
Resources\Pictures\,Positive\,1440,seal,.jpg,Resources\Pictures\Positive\1440.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,64.26399993896484,64.26399993896484,0.0,2.0,2.0,0.0,90.45999908447266,90.45999908447266,0.0,0.0
Resources\Pictures\,Positive\,1460,tiger cub,.jpg,Resources\Pictures\Positive\1460.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,12.468999862670898,12.468999862670898,0.0,2.0,2.0,0.0,7.422999858856201,7.422999858856201,0.0,1.0
Resources\Pictures\,Positive\,1463,group of cats,.jpg,Resources\Pictures\Positive\1463.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,6.1579999923706055,6.1579999923706055,0.0,2.0,2.0,0.0,13.569999694824219,13.569999694824219,0.0,2.0
Resources\Pictures\,Positive\,1710,three dogs,.jpg,Resources\Pictures\Positive\1710.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,7.0,7.0,0.0,6.508999824523926,6.508999824523926,0.0,2.0,2.0,0.0,5.5269999504089355,5.5269999504089355,0.0,3.0
Resources\Pictures\,Positive\,1750,rabit,.jpg,Resources\Pictures\Positive\1750.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,8.342000007629395,8.342000007629395,0.0,2.0,2.0,0.0,4.513000011444092,4.513000011444092,0.0,4.0
Resources\Pictures\,Positive\,1811,group of apes,.jpg,Resources\Pictures\Positive\1811.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,7.577000141143799,7.577000141143799,0.0,2.0,2.0,0.0,4.681000232696533,4.681000232696533,0.0,5.0
Resources\Pictures\,Positive\,1942,group of turtles,.jpg,Resources\Pictures\Positive\1942.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,7.392000198364258,7.392000198364258,0.0,1.0,1.0,0.0,15.368000030517578,15.368000030517578,0.0,6.0
Resources\Pictures\,Positive\,2040,baby on belly,.jpg,Resources\Pictures\Positive\2040.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,20.065000534057617,20.065000534057617,0.0,2.0,2.0,0.0,12.336999893188477,12.336999893188477,0.0,7.0
Resources\Pictures\,Positive\,2057,sitting baby,.jpg,Resources\Pictures\Positive\2057.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,11.640999794006348,11.640999794006348,0.0,2.0,2.0,0.0,1.9329999685287476,1.9329999685287476,0.0,8.0
Resources\Pictures\,Positive\,2070,baby suprise,.jpg,Resources\Pictures\Positive\2070.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,8.010000228881836,8.010000228881836,0.0,2.0,2.0,0.0,2.5820000171661377,2.5820000171661377,0.0,9.0
Resources\Pictures\,Positive\,2091,children and kitten,.jpg,Resources\Pictures\Positive\2091.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,4.0,4.0,0.0,8.392000198364258,8.392000198364258,0.0,2.0,2.0,0.0,6.309999942779541,6.309999942779541,0.0,10.0
Resources\Pictures\,Positive\,2154,father and son,.jpg,Resources\Pictures\Positive\2154.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,7.4120001792907715,7.4120001792907715,0.0,2.0,2.0,0.0,6.296999931335449,6.296999931335449,0.0,11.0
Resources\Pictures\,Positive\,2304,smiling girl,.jpg,Resources\Pictures\Positive\2304.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,5.0,5.0,0.0,9.394000053405762,9.394000053405762,0.0,2.0,2.0,0.0,6.861999988555908,6.861999988555908,0.0,12.0
Resources\Pictures\,Positive\,2311,mother daughter,.jpg,Resources\Pictures\Positive\2311.jpg,1024,768,1.7999999999999998,1,"(1.8, 1)",1.0,5.0,5.0,0.0,8.307000160217285,8.307000160217285,0.0,1.0,1.0,0.0,7.776000022888184,7.776000022888184,0.0,13.0
Resources\Pictures\,Positive\,2332,girl and dog,.jpg,Resources\Pictures\Positive\2332.jpg,800,600,2.1999999999999997,1,"(2.2, 1)",1.0,6.0,6.0,0.0,9.04699993133545,9.04699993133545,0.0,1.0,1.0,0.0,9.781000137329102,9.781000137329102,0.0,14.0
Resources\Pictures\,Positive\,2550,happy elderly couple,.jpg,Resources\Pictures\Positive\2550.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,5.0,5.0,0.0,11.003999710083008,11.003999710083008,0.0,2.0,2.0,0.0,7.789999961853027,7.789999961853027,0.0,15.0
Resources\Pictures\,Positive\,2655,boy and dog,.jpg,Resources\Pictures\Positive\2655.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,9.62399959564209,9.62399959564209,0.0,2.0,2.0,0.0,5.960000038146973,5.960000038146973,0.0,16.0
Resources\Pictures\,Positive\,4626,marriage scene,.jpg,Resources\Pictures\Positive\4626.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,6.0,6.0,0.0,8.925000190734863,8.925000190734863,0.0,2.0,2.0,0.0,7.676000118255615,7.676000118255615,0.0,17.0
