WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,n,key_resp_part_two_meas.keys_raw,key_resp_part_two_meas.rt_mean,key_resp_part_two_meas.rt_raw,key_resp_part_two_meas.rt_std,key_resp_part_two_meas.started_mean,key_resp_part_two_meas.started_raw,key_resp_part_two_meas.started_std,key_resp_part_two_meas.stopped_raw,order
red,blue,red,blue,right,1.0,'right',0.9919649958610535,0.9919649958610535,0.0,765.8072509765625,765.8072509765625,0.0,,65.0
red,green,red,green,right,1.0,'right',1.4006853103637695,1.4006853103637695,0.0,775.310302734375,775.310302734375,0.0,,69.0
red,magenta,red,magenta,right,1.0,'right',0.7906566262245178,0.7906566262245178,0.0,974.4884643554688,974.4884643554688,0.0,,182.0
red,cyan,red,cyan,right,1.0,'right',1.2986143827438354,1.2986143827438354,0.0,920.9404907226562,920.9404907226562,0.0,,152.0
red,yellow,red,yellow,right,1.0,'right',0.9693043231964111,0.9693043231964111,0.0,841.24560546875,841.24560546875,0.0,,105.0
red,orange,red,orange,right,1.0,'right',1.7693842649459839,1.7693842649459839,0.0,890.9740600585938,890.9740600585938,0.0,,135.0
red,purple,red,purple,right,1.0,'right',1.249109148979187,1.249109148979187,0.0,1026.6781005859375,1026.6781005859375,0.0,,210.0
red,brown,red,brown,right,1.0,'right',0.7754160761833191,0.7754160761833191,0.0,867.2076416015625,867.2076416015625,0.0,,120.0
red,white,red,white,right,1.0,'right',1.1022714376449585,1.1022714376449585,0.0,856.0006103515625,856.0006103515625,0.0,,113.0
red,black,red,black,right,1.0,'right',0.8335011601448059,0.8335011601448059,0.0,990.1172485351562,990.1172485351562,0.0,,190.0
blue,green,blue,green,right,1.0,'right',0.8041307330131531,0.8041307330131531,0.0,748.5233154296875,748.5233154296875,0.0,,54.0
blue,magenta,blue,magenta,right,1.0,'right',1.5875775814056396,1.5875775814056396,0.0,796.1959228515625,796.1959228515625,0.0,,80.0
blue,cyan,blue,cyan,right,1.0,'right',0.8587278127670288,0.8587278127670288,0.0,682.2042236328125,682.2042236328125,0.0,,16.0
blue,yellow,blue,yellow,right,1.0,'right',1.1709868907928467,1.1709868907928467,0.0,933.3560791015625,933.3560791015625,0.0,,159.0
blue,orange,blue,orange,right,1.0,'right',2.170961856842041,2.170961856842041,0.0,983.1160278320312,983.1160278320312,0.0,,187.0
blue,purple,blue,purple,right,1.0,'right',1.290940761566162,1.290940761566162,0.0,651.3721923828125,651.3721923828125,0.0,,0.0
blue,brown,blue,brown,right,1.0,'right',1.4565060138702393,1.4565060138702393,0.0,996.2467651367188,996.2467651367188,0.0,,193.0
blue,white,blue,white,right,1.0,'right',1.148866057395935,1.148866057395935,0.0,881.03466796875,881.03466796875,0.0,,129.0
blue,black,blue,black,right,1.0,'right',0.9275170564651489,0.9275170564651489,0.0,683.58349609375,683.58349609375,0.0,,17.0
blue,red,blue,red,right,1.0,'right',1.542696475982666,1.542696475982666,0.0,662.5208129882812,662.5208129882812,0.0,,6.0
green,magenta,green,magenta,right,1.0,'right',1.3514330387115479,1.3514330387115479,0.0,676.7520751953125,676.7520751953125,0.0,,13.0
green,cyan,green,cyan,right,1.0,'right',0.7841546535491943,0.7841546535491943,0.0,1034.00732421875,1034.00732421875,0.0,,215.0
green,yellow,green,yellow,right,1.0,'right',1.0046993494033813,1.0046993494033813,0.0,780.6826171875,780.6826171875,0.0,,72.0
green,orange,green,orange,right,1.0,'right',1.560994029045105,1.560994029045105,0.0,896.8862915039062,896.8862915039062,0.0,,138.0
green,purple,green,purple,right,1.0,'right',1.7989283800125122,1.7989283800125122,0.0,812.2245483398438,812.2245483398438,0.0,,88.0
green,brown,green,brown,right,1.0,'right',1.0799188613891602,1.0799188613891602,0.0,814.54345703125,814.54345703125,0.0,,89.0
green,white,green,white,right,1.0,'right',0.8133876919746399,0.8133876919746399,0.0,861.466064453125,861.466064453125,0.0,,116.0
green,black,green,black,right,1.0,'right',1.0829771757125854,1.0829771757125854,0.0,998.2360229492188,998.2360229492188,0.0,,194.0
green,red,green,red,right,1.0,'right',1.137778639793396,1.137778639793396,0.0,969.3252563476562,969.3252563476562,0.0,,179.0
green,blue,green,blue,right,1.0,'right',0.8715742826461792,0.8715742826461792,0.0,1039.719482421875,1039.719482421875,0.0,,219.0
magenta,cyan,magenta,cyan,right,1.0,'right',0.8247105479240417,0.8247105479240417,0.0,864.5186767578125,864.5186767578125,0.0,,118.0
magenta,yellow,magenta,yellow,right,1.0,'right',1.1180448532104492,1.1180448532104492,0.0,804.4011840820312,804.4011840820312,0.0,,84.0
magenta,orange,magenta,orange,right,1.0,'right',1.2765212059020996,1.2765212059020996,0.0,836.2108764648438,836.2108764648438,0.0,,102.0
magenta,purple,magenta,purple,right,1.0,'right',1.7337418794631958,1.7337418794631958,0.0,700.1533203125,700.1533203125,0.0,,27.0
magenta,brown,magenta,brown,right,1.0,'right',1.1953794956207275,1.1953794956207275,0.0,695.3477172851562,695.3477172851562,0.0,,24.0
magenta,white,magenta,white,right,1.0,'right',1.1845433712005615,1.1845433712005615,0.0,712.910400390625,712.910400390625,0.0,,34.0
magenta,black,magenta,black,right,1.0,'right',1.5526591539382935,1.5526591539382935,0.0,816.1582641601562,816.1582641601562,0.0,,90.0
magenta,red,magenta,red,right,1.0,'right',1.1262463331222534,1.1262463331222534,0.0,1023.5370483398438,1023.5370483398438,0.0,,208.0
magenta,blue,magenta,blue,right,1.0,'right',1.1176007986068726,1.1176007986068726,0.0,1014.793212890625,1014.793212890625,0.0,,203.0
magenta,green,magenta,green,right,1.0,'right',0.9739042520523071,0.9739042520523071,0.0,957.8093872070312,957.8093872070312,0.0,,173.0
cyan,yellow,cyan,yellow,right,1.0,'right',1.7179031372070312,1.7179031372070312,0.0,734.7051391601562,734.7051391601562,0.0,,46.0
cyan,orange,cyan,orange,right,1.0,'right',1.2194263935089111,1.2194263935089111,0.0,857.6355590820312,857.6355590820312,0.0,,114.0
cyan,purple,cyan,purple,right,1.0,'right',0.9539388418197632,0.9539388418197632,0.0,895.4051513671875,895.4051513671875,0.0,,137.0
cyan,brown,cyan,brown,right,1.0,'right',1.2653229236602783,1.2653229236602783,0.0,942.7574462890625,942.7574462890625,0.0,,165.0
cyan,white,cyan,white,right,1.0,'right',1.1437506675720215,1.1437506675720215,0.0,839.5672607421875,839.5672607421875,0.0,,104.0
cyan,black,cyan,black,right,1.0,'right',0.7901074886322021,0.7901074886322021,0.0,1036.7047119140625,1036.7047119140625,0.0,,217.0
cyan,red,cyan,red,right,1.0,'right',1.4329229593276978,1.4329229593276978,0.0,660.5667114257812,660.5667114257812,0.0,,5.0
cyan,blue,cyan,blue,right,1.0,'right',1.291414737701416,1.291414737701416,0.0,777.2515869140625,777.2515869140625,0.0,,70.0
cyan,green,cyan,green,right,1.0,'right',0.9162010550498962,0.9162010550498962,0.0,829.2507934570312,829.2507934570312,0.0,,98.0
cyan,magenta,cyan,magenta,right,1.0,'right',1.1585670709609985,1.1585670709609985,0.0,862.8165893554688,862.8165893554688,0.0,,117.0
yellow,orange,yellow,orange,right,1.0,'right',1.6454309225082397,1.6454309225082397,0.0,802.2175903320312,802.2175903320312,0.0,,83.0
yellow,purple,yellow,purple,right,1.0,'right',0.8675862550735474,0.8675862550735474,0.0,710.0274658203125,710.0274658203125,0.0,,32.0
yellow,brown,yellow,brown,right,1.0,'right',1.4144866466522217,1.4144866466522217,0.0,944.560302734375,944.560302734375,0.0,,166.0
yellow,white,yellow,white,right,1.0,'right',0.6973732709884644,0.6973732709884644,0.0,874.7175903320312,874.7175903320312,0.0,,125.0
yellow,black,yellow,black,right,1.0,'right',0.9819051027297974,0.9819051027297974,0.0,930.3768920898438,930.3768920898438,0.0,,157.0
yellow,red,yellow,red,right,1.0,'right',0.7330766916275024,0.7330766916275024,0.0,742.5299682617188,742.5299682617188,0.0,,50.0
yellow,blue,yellow,blue,right,1.0,'right',2.157219648361206,2.157219648361206,0.0,833.513671875,833.513671875,0.0,,101.0
yellow,green,yellow,green,right,1.0,'right',0.840388834476471,0.840388834476471,0.0,937.0148315429688,937.0148315429688,0.0,,161.0
yellow,magenta,yellow,magenta,right,1.0,'right',1.163565993309021,1.163565993309021,0.0,870.1957397460938,870.1957397460938,0.0,,122.0
yellow,cyan,yellow,cyan,right,1.0,'right',0.8883934617042542,0.8883934617042542,0.0,909.3106689453125,909.3106689453125,0.0,,145.0
