['Dataset: complete_dict', 'Number of Neighbors: 1', 'Accuracy Test Data: 0.11538461538461539', 'Prediction Test Data: [2. 5. 3. 5. 4. 1. 5. 3. 3. 1. 1. 2. 2. 5. 1. 1. 3. 2. 2. 4. 1. 5. 3. 1.\n 3. 2.]']
['Dataset: complete_dict', 'Number of Neighbors: 2', 'Accuracy Test Data: 0.11538461538461539', 'Prediction Test Data: [2. 2. 3. 2. 4. 1. 5. 3. 3. 1. 1. 0. 2. 2. 1. 0. 1. 0. 2. 2. 1. 2. 3. 1.\n 3. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 3', 'Accuracy Test Data: 0.3076923076923077', 'Prediction Test Data: [1. 5. 1. 2. 4. 0. 5. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 5. 1. 1. 0. 1. 1.\n 4. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 4', 'Accuracy Test Data: 0.23076923076923078', 'Prediction Test Data: [1. 5. 1. 0. 3. 0. 5. 0. 1. 1. 4. 1. 0. 2. 1. 1. 5. 0. 2. 1. 1. 0. 1. 0.\n 4. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 5', 'Accuracy Test Data: 0.15384615384615385', 'Prediction Test Data: [0. 5. 0. 0. 3. 0. 2. 1. 0. 1. 1. 1. 0. 2. 1. 1. 5. 0. 2. 1. 1. 0. 0. 1.\n 3. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 6', 'Accuracy Test Data: 0.19230769230769232', 'Prediction Test Data: [1. 5. 1. 4. 3. 0. 2. 0. 1. 1. 1. 1. 2. 2. 1. 0. 5. 1. 2. 1. 1. 0. 2. 1.\n 3. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 7', 'Accuracy Test Data: 0.15384615384615385', 'Prediction Test Data: [1. 2. 1. 2. 1. 0. 2. 0. 1. 1. 1. 1. 1. 5. 1. 1. 5. 0. 2. 1. 1. 5. 1. 1.\n 1. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 8', 'Accuracy Test Data: 0.19230769230769232', 'Prediction Test Data: [1. 2. 1. 2. 1. 0. 2. 1. 1. 0. 3. 1. 1. 5. 1. 0. 5. 1. 2. 1. 1. 0. 1. 1.\n 1. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 9', 'Accuracy Test Data: 0.23076923076923078', 'Prediction Test Data: [1. 5. 1. 5. 1. 0. 5. 1. 1. 1. 3. 1. 1. 2. 1. 1. 5. 1. 5. 1. 1. 0. 1. 1.\n 3. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 10', 'Accuracy Test Data: 0.19230769230769232', 'Prediction Test Data: [1. 5. 1. 5. 1. 0. 5. 1. 1. 0. 1. 1. 1. 2. 1. 1. 5. 1. 5. 1. 1. 1. 1. 1.\n 1. 1.]']
['Dataset: complete_dict', 'Number of Neighbors: 11', 'Accuracy Test Data: 0.23076923076923078', 'Prediction Test Data: [1. 5. 1. 5. 1. 5. 2. 1. 1. 0. 1. 1. 1. 2. 1. 1. 5. 1. 5. 1. 1. 1. 1. 1.\n 1. 1.]']
