feature,value
gsr_min_ma,0.26128367647058826
gsr_max_ma,2.5533618235294115
gsr_mean_ma,1.3083044945490196
gsr_sd_ma,0.5890482514105739
gsr_min_corr_ma,0.20104628218480394
gsr_max_corr_ma,2.493124429243627
gsr_mean_corr_ma,1.2480671002632353
gsr_sd_corr_ma,0.5890482514105739
gsr_baseline_mean_ma,0.06023739428578431
gsr_min_zf,0.4901656968611622
gsr_max_zf,2.5971757557979185
gsr_mean_zf,1.31372306759239
gsr_sd_zf,0.5942370417203625
gsr_min_corr_zf,0.42971888667194885
gsr_max_corr_zf,2.536728945608705
gsr_mean_corr_zf,1.2532762574031768
gsr_sd_corr_zf,0.5942370417203625
gsr_baseline_mean_zf,0.06044681018921335
stress level,2.0
